DialogId,LineId,PortraitType,PortraitArgs,CustomAvatarId,AvatarReactionType,MSWAvatarFaceAccRUID,EffectRUID,EffectSoundRUID,IsPhoneCall,UseMaterialId,NameKey,ContentKey,ChildIds,ChildContentKeys,SoundRuid
Stage036,Stage036_13,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage036_13,Stage036_14,,
Stage036,Stage036_14,CustomAvatar,,10002,Glitter,,,,,,DialogName13,DialogContentsStage036_14,Stage036_15,,
Stage036,Stage036_15,CustomAvatar,,10002,Glitter,,,,,,DialogName13,DialogContentsStage036_15,Stage036_16,,
Stage036,Stage036_16,MSWAvatar,,,Smile,,,,,,DialogName3,DialogContentsStage036_16,Stage036_17,,
Stage036,Stage036_17,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage036_17,Stage036_18,,
Stage036,Stage036_18,MSWAvatar,,,Glitter,,,,,,DialogName3,DialogContentsStage036_18,Stage036_19,,
Stage036,Stage036_19,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage036_19,,,
Stage040,Stage040_1,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage040_1,Stage040_2,,
Stage040,Stage040_2,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage040_2,Stage040_3,,
Stage040,Stage040_3,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage040_3,Stage040_4,,
Stage040,Stage040_4,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage040_4,Stage040_5,,
Stage040,Stage040_5,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage040_5,Stage040_6,,
Stage040,Stage040_6,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage040_6,Stage040_7,,
Stage040,Stage040_7,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage040_7,Stage040_8,,
Stage040,Stage040_8,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName15,DialogContentsStage040_8,Stage040_9,,
Stage040,Stage040_9,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName15,DialogContentsStage040_9,Stage040_10,,
Stage040,Stage040_10,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName15,DialogContentsStage040_10,Stage040_11,,
Stage040,Stage040_11,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage040_11,Stage040_12,,
Stage040,Stage040_12,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage040_12,Stage040_13,,
Stage040,Stage040_13,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage040_13,Stage040_14,,
Stage040,Stage040_14,MSWAvatar,,,Smile,,,,,,DialogName3,DialogContentsStage040_14,Stage040_15,,
Stage040,Stage040_15,CustomAvatar,,10001,Hum,,,,,,DialogName6,DialogContentsStage040_15,Stage040_16,,
Stage040,Stage040_16,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage040_16,Stage040_17,,
Stage040,Stage040_17,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage040_17,Stage040_18,,
Stage040,Stage040_18,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage040_18,,,
Stage041,Stage041_1,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage041_1,Stage041_2,,
Stage041,Stage041_2,CustomAvatar,,10001,Stunned,,,,,,DialogName6,DialogContentsStage041_2,Stage041_3,,
Stage041,Stage041_3,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage041_3,Stage041_4,,
Stage041,Stage041_4,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage041_4,Stage041_5,,
Stage041,Stage041_5,MSWAvatar,,,Hit,,,,,,DialogName3,DialogContentsStage041_5,Stage041_6,,
Stage041,Stage041_6,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage041_6,Stage041_7,,
Stage041,Stage041_7,CustomAvatar,,10001,Stunned,,,,,,DialogName6,DialogContentsStage041_7,Stage041_8,,
Stage041,Stage041_8,MSWAvatar,,,Hit,,,,,,DialogName3,DialogContentsStage041_8,Stage041_9,,
Stage041,Stage041_9,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage041_9,Stage041_10,,
Stage041,Stage041_10,MSWAvatar,,,Vomit,,,,,,DialogName3,DialogContentsStage041_10,Stage041_11,,
Stage041,Stage041_11,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage041_11,Stage041_12,,
Stage041,Stage041_12,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage041_12,Stage041_13,,
Stage041,Stage041_13,MSWAvatar,,,Pain,,,,,,DialogName3,DialogContentsStage041_13,,,
Stage042,Stage042_1,Sprite,88501525816146bca46296097f1c7618,,,,,,,,DialogName7,DialogContentsStage042_1,Stage042_2,,
Stage042,Stage042_2,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage042_2,Stage042_3,,
Stage042,Stage042_3,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,DialogName7,DialogContentsStage042_3,Stage042_4,,
Stage042,Stage042_4,Sprite,88501525816146bca46296097f1c7618,,,,,,,,DialogName7,DialogContentsStage042_4,Stage042_5,,
Stage042,Stage042_5,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage042_5,Stage042_6,,
Stage042,Stage042_6,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,DialogName7,DialogContentsStage042_6,Stage042_7,,
Stage042,Stage042_7,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,DialogName7,DialogContentsStage042_7,Stage042_8,,
Stage042,Stage042_8,MSWAvatar,,,Hum,,,,,,DialogName3,DialogContentsStage042_8,Stage042_9,,
Stage042,Stage042_9,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage042_9,Stage042_10,,
Stage042,Stage042_10,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage042_10,Stage042_11,,
Stage042,Stage042_11,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_11,Stage042_12,,
Stage042,Stage042_12,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_12,Stage042_13,,
Stage042,Stage042_13,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_13,Stage042_14,,
Stage042,Stage042_14,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_14,Stage042_15,,
Stage042,Stage042_15,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_15,Stage042_16,,
Stage042,Stage042_16,MSWAvatar,,,Hum,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_16,Stage042_17,,
Stage042,Stage042_17,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_17,Stage042_18,,
Stage042,Stage042_18,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_18,Stage042_19,,
Stage042,Stage042_19,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_19,Stage042_20,,
Stage042,Stage042_20,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_20,Stage042_21,,
Stage042,Stage042_21,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_21,Stage042_22,,
Stage042,Stage042_22,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_22,Stage042_23,,
Stage042,Stage042_23,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_23,Stage042_24,,
Stage042,Stage042_24,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_24,Stage042_25,,
Stage042,Stage042_25,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,1,,DialogName16,DialogContentsStage042_25,Stage042_26,,
Stage042,Stage042_26,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage042_26,Stage042_27,,
Stage042,Stage042_27,MSWAvatar,,,Stunned,,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage042_27,Stage042_28,,
Stage042,Stage042_28,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,DialogName7,DialogContentsStage042_28,Stage042_29,,
Stage042,Stage042_29,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage042_29,,,
Stage043,Stage043_1,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,DialogName7,DialogContentsStage043_1,Stage043_2,,
Stage043,Stage043_2,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage043_2,Stage043_3,,
Stage043,Stage043_3,Sprite,e4b2d67b962340a0ad41110d4361934c,,,,,,,,DialogName10,DialogContentsStage043_3,Stage043_4,,
Stage043,Stage043_4,Sprite,88501525816146bca46296097f1c7618,,,,,,,,DialogName7,DialogContentsStage043_4,Stage043_5,,
Stage043,Stage043_5,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage043_5,Stage043_6,,
Stage043,Stage043_6,Sprite,e4b2d67b962340a0ad41110d4361934c,,,,,,,,DialogName10,DialogContentsStage043_6,Stage043_7,,
Stage043,Stage043_7,Sprite,b27096b5c405448895bc7b69189c7d6a,,,,,,,,DialogName17,DialogContentsStage043_7,Stage043_8,,
Stage043,Stage043_8,Sprite,66a64d22b3a54b08832a42aacb567ac1,,,,,,,,DialogName9,DialogContentsStage043_8,Stage043_9,,
Stage043,Stage043_9,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage043_9,Stage043_10,,
Stage043,Stage043_10,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage043_10,Stage043_11,,
Stage043,Stage043_11,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage043_11,Stage043_12,,
Stage043,Stage043_12,MSWAvatar,,,Chu,,,,,,DialogName3,DialogContentsStage043_12,Stage043_13,,
Stage043,Stage043_13,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage043_13,Stage043_14,,
Stage043,Stage043_14,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage043_14,,,
Stage044,Stage044_1,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage044_1,Stage044_2,,
Stage044,Stage044_2,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage044_2,Stage044_3,,
Stage044,Stage044_3,MSWAvatar,,,Glitter,,,,,,DialogName3,DialogContentsStage044_3,Stage044_4,,
Stage044,Stage044_4,MSWAvatar,,,Love,,,,,,DialogName3,DialogContentsStage044_4,Stage044_5,,
Stage044,Stage044_5,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_5,Stage044_6,,
Stage044,Stage044_6,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage044_6,Stage044_7,,
Stage044,Stage044_7,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_7,Stage044_8,,
Stage044,Stage044_8,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_8,Stage044_9,,
Stage044,Stage044_9,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage044_9,Stage044_10,,
Stage044,Stage044_10,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage044_10,Stage044_11,,
Stage044,Stage044_11,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_11,Stage044_12,,
Stage044,Stage044_12,MSWAvatar,,,Hum,,,,,,DialogName3,DialogContentsStage044_12,Stage044_13,,
Stage044,Stage044_13,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_13,Stage044_14,,
Stage044,Stage044_14,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_14,Stage044_15,,
Stage044,Stage044_15,MSWAvatar,,,Oops,,,,,,DialogName3,DialogContentsStage044_15,Stage044_16,,
Stage044,Stage044_16,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_16,Stage044_17,,
Stage044,Stage044_17,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_17,Stage044_18,,
Stage044,Stage044_18,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage044_18,Stage044_19,,
Stage044,Stage044_19,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage044_19,Stage044_20,,
Stage044,Stage044_20,MSWAvatar,,,Pain,,,,,,DialogName3,DialogContentsStage044_20,,,
Stage045,Stage045_1,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage045_1,Stage045_2,,
Stage045,Stage045_2,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage045_2,Stage045_3,,
Stage045,Stage045_3,MSWAvatar,,,Smile,,,,,,DialogName3,DialogContentsStage045_3,Stage045_4,,
Stage045,Stage045_4,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage045_4,Stage045_5,,
Stage045,Stage045_5,MSWAvatar,,,Glitter,,,,,,DialogName3,DialogContentsStage045_5,Stage045_6,,
Stage045,Stage045_6,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_6,Stage045_7,,
Stage045,Stage045_7,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage045_7,Stage045_8,,
Stage045,Stage045_8,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_8,Stage045_9,,
Stage045,Stage045_9,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage045_9,Stage045_10,,
Stage045,Stage045_10,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_10,Stage045_11,,
Stage045,Stage045_11,CustomAvatar,,10001,Hit,,,,,,DialogName6,DialogContentsStage045_11,Stage045_12,,
Stage045,Stage045_12,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_12,Stage045_13,,
Stage045,Stage045_13,CustomAvatar,,10001,Hit,,,,,,DialogName6,DialogContentsStage045_13,Stage045_14,,
Stage045,Stage045_14,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage045_14,Stage045_15,,
Stage045,Stage045_15,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_15,Stage045_16,,
Stage045,Stage045_16,CustomAvatar,,10001,Hit,,,,,,DialogName6,DialogContentsStage045_16,Stage045_17,,
Stage045,Stage045_17,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage045_17,Stage045_18,,
Stage045,Stage045_18,CustomAvatar,,10001,Hit,,,,,,DialogName6,DialogContentsStage045_18,Stage045_19,,
Stage045,Stage045_19,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage045_19,Stage045_20,,
Stage045,Stage045_20,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_20,Stage045_21,,
Stage045,Stage045_21,Anim,c21c11345f974c318d12aac0e0e9710f,,,,,,,,DialogName18,DialogContentsStage045_21,Stage045_22,,
Stage045,Stage045_22,Anim,c21c11345f974c318d12aac0e0e9710f,,,,,,,,DialogName18,DialogContentsStage045_22,Stage045_23,,
Stage045,Stage045_23,Anim,c21c11345f974c318d12aac0e0e9710f,,,,,,,,DialogName18,DialogContentsStage045_23,Stage045_24,,
Stage045,Stage045_24,MSWAvatar,,,qBlue,,,,,,DialogName3,DialogContentsStage045_24,Stage045_25,,
Stage045,Stage045_25,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage045_25,Stage045_26,,
Stage045,Stage045_26,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage045_26,Stage045_27,,
Stage045,Stage045_27,MSWAvatar,,,Oops,,,,,,DialogName3,DialogContentsStage045_27,Stage045_28,,
Stage045,Stage045_28,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage045_28,,,
Stage046,Stage046_1,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage046_1,Stage046_2,,
Stage046,Stage046_2,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage046_2,Stage046_3,,
Stage046,Stage046_3,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage046_3,Stage046_4,,
Stage046,Stage046_4,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage046_4,Stage046_5,,
Stage046,Stage046_5,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage046_5,Stage046_6,,
Stage046,Stage046_6,Sprite,66a64d22b3a54b08832a42aacb567ac1,,,,,,,,DialogName9,DialogContentsStage046_6,Stage046_7,,
Stage046,Stage046_7,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_7,Stage046_8,,
Stage046,Stage046_8,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage046_8,Stage046_9,,
Stage046,Stage046_9,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage046_9,Stage046_10,,
Stage046,Stage046_10,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_10,Stage046_11,,
Stage046,Stage046_11,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage046_11,Stage046_12,,
Stage046,Stage046_12,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_12,Stage046_13,,
Stage046,Stage046_13,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage046_13,Stage046_14,,
Stage046,Stage046_14,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_14,Stage046_15,,
Stage046,Stage046_15,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage046_15,Stage046_16,,
Stage046,Stage046_16,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_16,Stage046_17,,
Stage046,Stage046_17,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_17,Stage046_18,,
Stage046,Stage046_18,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage046_18,Stage046_19,,
Stage046,Stage046_19,Anim,b9a27fbbdc3a4090b5eea5dd8336167e,,,,,,,,DialogName16,DialogContentsStage046_19,Stage046_20,,
Stage046,Stage046_20,MSWAvatar,,,Oops,,,,,,DialogName3,DialogContentsStage046_20,Stage046_21,,
Stage046,Stage046_21,Sprite,71b6c0cc74f243d9bdf86bb0b2b773d8,,,,,,,,DialogName5,DialogContentsStage046_21,Stage046_22,,
Stage046,Stage046_22,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage046_22,Stage046_23,,
Stage046,Stage046_23,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage046_23,Stage046_24,,
Stage046,Stage046_24,MSWAvatar,,,qBlue,,,,,,DialogName3,DialogContentsStage046_24,,,
Stage050,Stage050_1,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage050_1,Stage050_2,,
Stage050,Stage050_2,MSWAvatar,,,Stunned,,,,,,DialogName3,DialogContentsStage050_2,Stage050_3,,
Stage050,Stage050_3,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage050_3,Stage050_4,,
Stage050,Stage050_4,MSWAvatar,,,Chu,,,,,,DialogName3,DialogContentsStage050_4,Stage050_5,,
Stage050,Stage050_5,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage050_5,Stage050_6,,
Stage050,Stage050_6,MSWAvatar,,,Wink,,,,,,DialogName3,DialogContentsStage050_6,Stage050_7,,
Stage050,Stage050_7,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_7,Stage050_8,,
Stage050,Stage050_8,MSWAvatar,,,Bewildered,3569329d5099444fbd45df75093f21b1,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage050_8,Stage050_9,,
Stage050,Stage050_9,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_9,Stage050_10,,
Stage050,Stage050_10,MSWAvatar,,,Bewildered,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage050_10,Stage050_11,,
Stage050,Stage050_11,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_11,Stage050_12,,
Stage050,Stage050_12,MSWAvatar,,,Idle,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage050_12,Stage050_13,,
Stage050,Stage050_13,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_13,Stage050_14,,
Stage050,Stage050_14,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_14,Stage050_15,,
Stage050,Stage050_15,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_15,Stage050_16,,
Stage050,Stage050_16,MSWAvatar,,,Idle,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage050_16,Stage050_17,,
Stage050,Stage050_17,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_17,Stage050_18,,
Stage050,Stage050_18,MSWAvatar,,,Idle,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage050_18,Stage050_19,,
Stage050,Stage050_19,Anim,f88bc0d6e66a4f47aabe196c8a3c7ae2,,,,,,,,DialogName19,DialogContentsStage050_19,Stage050_20,,
Stage050,Stage050_20,MSWAvatar,,,Idle,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage050_20,Stage050_21,,
Stage050,Stage050_21,MSWAvatar,,,,,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage050_21,Stage050_22,,
Stage050,Stage050_22,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage050_22,Stage050_23,,
Stage050,Stage050_23,MSWAvatar,,,qBlue,,,,,,DialogName3,DialogContentsStage050_23,Stage050_24,,
Stage050,Stage050_24,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage050_24,Stage050_25,,
Stage050,Stage050_25,MSWAvatar,,,qBlue,,,,,,DialogName3,DialogContentsStage050_25,Stage050_26,,
Stage050,Stage050_26,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage050_26,,,
Stage051,Stage051_1,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage051_1,Stage051_2,,
Stage051,Stage051_2,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage051_2,Stage051_3,,
Stage051,Stage051_3,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage051_3,Stage051_4,,
Stage051,Stage051_4,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage051_4,Stage051_5,,
Stage051,Stage051_5,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage051_5,Stage051_6,,
Stage051,Stage051_6,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage051_6,Stage051_7,,
Stage051,Stage051_7,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage051_7,Stage051_8,,
Stage051,Stage051_8,MSWAvatar,,,Stunned,,,,,,DialogName3,DialogContentsStage051_8,Stage051_9,,
Stage051,Stage051_9,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage051_9,Stage051_10,,
Stage051,Stage051_10,MSWAvatar,,,Chu,,,,,,DialogName3,DialogContentsStage051_10,Stage051_11,,
Stage051,Stage051_11,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage051_11,Stage051_12,,
Stage051,Stage051_12,CustomAvatar,,10004,Idle,,,,,,DialogName20,DialogContentsStage051_12,Stage051_13,,
Stage051,Stage051_13,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage051_13,Stage051_14,,
Stage051,Stage051_14,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage051_14,Stage051_15,,
Stage051,Stage051_15,MSWAvatar,,,Bewildered,3569329d5099444fbd45df75093f21b1,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage051_15,Stage051_16,,
Stage051,Stage051_16,CustomAvatar,,10004,Idle,,,,,,DialogName21,DialogContentsStage051_16,Stage051_17,,
Stage051,Stage051_17,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage051_17,Stage051_18,,
Stage051,Stage051_18,CustomAvatar,,10004,Idle,,,,,,DialogName21,DialogContentsStage051_18,Stage051_19,,
Stage051,Stage051_19,MSWAvatar,,,Bewildered,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage051_19,Stage051_20,,
Stage051,Stage051_20,CustomAvatar,,10004,Hit,,,,,,DialogName21,DialogContentsStage051_20,Stage051_21,,
Stage051,Stage051_21,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,NPCNameSimia,DialogContentsStage051_21,Stage051_22,,
Stage051,Stage051_22,CustomAvatar,,10004,Smile,,,,,,DialogName21,DialogContentsStage051_22,Stage051_23,,
Stage051,Stage051_23,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage051_23,Stage051_24,,
Stage051,Stage051_24,CustomAvatar,,10004,Idle,,,,,,DialogName21,DialogContentsStage051_24,Stage051_25,,
Stage051,Stage051_25,CustomAvatar,,10001,Oops,,,,,,DialogName6,DialogContentsStage051_25,Stage051_26,,
Stage051,Stage051_26,CustomAvatar,,10004,Idle,,,,,,DialogName21,DialogContentsStage051_26,Stage051_27,,
Stage051,Stage051_27,MSWAvatar,,,Idle,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage051_27,,,
Stage052,Stage052_1,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage052_1,Stage052_2,,
Stage052,Stage052_2,MSWAvatar,,,Wink,3569329d5099444fbd45df75093f21b1,,,,,DialogName3,DialogContentsStage052_2,Stage052_3,,
