name,category,class,theme,rarity,isToken,tagArray,variantArray,linkArray,cost,maxHp,atk,hasBarrier,hasVenom,hasChill,isDirectAttackable,isImmuneToStrong,cardTriggerNameArray,cardAuraNameArray,minionTriggerNameArray,minionAuraNameArray,damageSound,dieSound,skillAnimation_1,skillAnimation_2,skillAnimation_3,ballAnimation_1,ballAnimation_2,ballAnimation_3,hitAnimation_1,hitAnimation_2,hitAnimation_3,extraAnimation_1,extraAnimation_2,extraAnimation_3,skillSound_1,skillSound_2,skillSound_3,hitSound_1,hitSound_2,hitSound_3,extraSound_1,extraSound_2,extraSound_3
PowerStrike,Skill,Warrior,,Normal,,,,,3,,,,,,,,"[""PowerStrike""]",,,,,,e40a18a5fef94305a73f9d0a3908a161,b15503cfca5b4194a6dd687f1f880d27,,,,,4cb9c16ded3f4e1a9a0e35935a74e038,,,,,,ed314924b9504a71a23e3a63325dd15b,2ac47382f3ad45f09a0f429cb5aa71a0,,,,,,,
Puco,Minion,,,,TRUE,,,,2,3,2,,,,,,,,,,38c63c3a0fa2479d94db8572b7885ef2,38c63c3a0fa2479d94db8572b7885ef2,,,,,,,,,,,,,,,,,,,,,
Punco,Minion,,,,TRUE,,,,3,4,3,,,,,,,,,,9039b7863c13404c84ddce372cc3509a,9039b7863c13404c84ddce372cc3509a,,,,,,,,,,,,,,,,,,,,,
Puppet,Skill,Bowman,Classic,Epic,,,,"[""Scarecrow""]",2,,,,,,,,"[""Puppet""]",,,,,,,,,,,,,,,,,,5356e3d011f3462694b929ddd390c958,,,,,,,,
QualmGuardian,Minion,Warrior,Nautilus,Rare,,,,,7,6,4,,,,,,,,"[""QualmGuardian""]",,be9b4a42b2ce4b60bff959969da9c3e0,d6707b3e4bff4f5ab328e37491507187,,,,,,,,,,,,,0f91cecefabc4311b9fd11256e144d6d,,,,,,,,
Rage,Skill,Warrior,Classic,Epic,,,,,4,,,,,,,,"[""Rage""]",,,,,,81c85af6477c4318bfd38154294f8efb,,,,,,812f63b5f20e485da87dd11d5a6bf96b,,,,,,488125be73214fd4a16f144834099735,,,,,,,,
Rash,Minion,Common,Classic,Rare,,,,,3,2,2,,,,,,,,"[""Rash""]",,3e856b96173947db938594134f9c1c24,b54857aa065c44a484194ea0927c0a81,,,,,,,,,,,,,8a21015d2fa54c27b4b3de1861f592ac,,,,,,,,
Ratz,Minion,,,,TRUE,,,,1,1,1,,,,,,,,,,a296d1a0b41449c5b7f7e40083d84e0b,30a50e59757d4279b017e40e9170e604,,,,,,,,,,,,,,,,,,,,,
RaulTheKnight,Minion,Common,Classic,Rare,,"[""Npc""]",,,2,3,1,,,,,,,,"[""RaulTheKnight""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
RedDrake,Minion,Common,Classic,Epic,,"[""Dragon""]",,,6,3,5,,,,,,,,"[""RedDrake""]",,9663a50fd91e40b5b2fe9fce52b3923d,c99608c1e47e47a1a08d9d24e05f58b4,d1bf777ac2fb4fb9bb724f1d0b4d3310,,,f996a6b795b24c8f89fba18d32930acf,,,f81e7d67555944ea9bb7173d439502ed,,,,,,b9b13fa4a5d14361824255469c48ca92,,,9674cf39456b4f5f993cfd26437efb5e,,,,,
RedKentaurus,Minion,Warrior,Classic,Epic,,,,,4,5,2,,,,,,,,"[""RedKentaurus""]",,ec0622980c4a45dbb3230616967d3661,3a1674f54c4548d79887f74137eac286,,,,,,,,,,,,,6bf8777fcde54069a152c9feb81b0ddc,,,,,,,,
RedSnail,Minion,,,,TRUE,,,,2,3,3,,,,,,,,,,bbec511b4ba4460ea0e2f03c71695053,c1e92a26ba3444e8a4a7c414995267be,,,,,,,,,,,,,,,,,,,,,
Reindeer,Minion,Common,Classic,Rare,,,,,2,1,3,,,,,,,,"[""Reindeer""]",,bccd50ea20c24b9caf3c6ace8c0bf793,261b206795ab4bc6bea9b7c81e56fc9a,,,,,,,,,,,,,0f534c30b1a34e368a7c15ab70d25ecb,,,,,,,,
Resurrection,Skill,Magician,Nautilus,Epic,,,"[""Kindergarten""]",,4,,,,,,,,"[""Resurrection""]",,,,,,1cdbea975fd94a9f8d02eb9969680f2f,,,,,,,,,,,,3fe6103fc70b425183fc046aa5afc547,,,,,,,,
RibbonPig,Minion,Common,Classic,Rare,,"[""Pig""]",,,2,1,2,,,,,,,,"[""RibbonPig""]",,fb8a9cabdc19483bb6226c88221402ba,fea27f647acd43b7ab7b0e54c95ba0b0,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,,
Roloduck,Minion,Common,Classic,Rare,,"[""Toy""]",,,3,4,1,,,,,,,,,"[""Roloduck""]",5e22dac2d4c544e3a6c1d7e353b76cbf,72686866c29f4f178d7d2217cadf7d3b,,,,,,,,,,,,,,,,,,,,,
Ronnie,Minion,Common,Classic,Epic,,"[""Npc""]",,,1,2,1,,,,,,,,"[""Ronnie""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,,
RoyalCactus,Minion,Common,,Normal,,"[""Plant""]",,,3,5,2,,,,,,,,,,2039466662104dfb9f842e391d5c5c89,6e481ee66ac540f9a0b971629f4c98c4,,,,,,,,,,,,,,,,,,,,,
Rurumo,Minion,Common,Nautilus,Epic,,,,,2,1,1,,,,,,,,"[""Rurumo""]",,02978e150e8f43a6bc67158ef4460602,90c88050ee4b485888b86c34c14ea8e0,,,,,,,4d01f41c9f9f457698488c01c881e815,,,,,,54c808e10f0c495cbb3d3f73e0b20ba4,,,,,,,,
Rush,Skill,Warrior,Nautilus,Rare,,,,,5,,,,,,,,"[""Rush""]",,,,,,76c8c301264f49a1aff1fb50d12805fb,e6599fc0c4c843f492b024dcca35bc7a,,,,,,,,,,,345019d3bae446df8057422b369bb232,,,,,,,,
Sabitrama,Minion,Common,Nautilus,Epic,,"[""Npc""]",,,2,2,2,,,,,,,,"[""Sabitrama""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,,
Sacrifice,Skill,Warrior,Classic,Rare,,,"[""Snowboard""]",,4,,,,,,,,"[""Sacrifice""]",,,,,,ab62e5cc72924068b7ccde6de3c7eebc,a627384ef4d6462ba8ccd034a46679c7,,,,,62ac7db31dee4343a19af70c63420f21,,,,,,d78c02690f004c1fbbc10e63e97ad3c3,39605ac541704a20bc9465eadd53f0d7,,,,,,,
SandRat,Minion,Common,Nautilus,Rare,,,,,2,3,3,,,,,,,,,,412f4c2ad0ee4b3c8fe2167f698bdf73,43ff6db11ffc42b287dccf12c51aa979,,,,,,,,,,,,,,,,,,,,,
Scadur,Minion,Common,Classic,Epic,,"[""Npc""]",,,3,2,4,,,,,,,,"[""Scadur""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,,
Scarecrow,Minion,,,,TRUE,,,,2,4,4,,,,FALSE,,,,,,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Seagull,Minion,,,,TRUE,,,,1,2,1,,,,,,,,"[""Seagull""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,79ee2df932494c0a8419a8f899d57a74,,,,,,fb2a0787dac94254af6a0be5f1400a7c,,,,,,466e4a66a64d4f618681ed08cefbefd4,,,7777128da0904a0dbf7eba19cd68db4d,,,,,
Sentinel,Minion,Common,Classic,Rare,,,,,1,1,1,,,,,,,,"[""Sentinel""]",,4ecb8d8f0a5d412f9e2901c55d849847,24961c1bc7f7437fabe44352a5ea4a24,96d466351fd44b8ab36725ac994b62d8,,,,,,39722e1db5a34b2ba1658dc1c52abe3a,,,,,,7d18aca0a42a4395b12b6d0162c81f30,,,37bd7b6d330e4ceaa70eb6f3e822a11e,,,,,
SergeantBravo,Minion,Common,Classic,Rare,,"[""Npc""]",,,2,3,1,,,,,,,,"[""SergeantBravo""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
ShadowPartner,Skill,Thief,Classic,Epic,,,,,3,,,,,,,,"[""ShadowPartner""]",,,,,,7fab246b200a4dacb4bc9a5aeb7bc0b9,0ea8d5caaa694fa2a35d05c0231c9a2e,,,,,,,,,,,6c7c28167b9049419435cc53001cef0c,,,,,,,,
ShadowStars,Skill,Thief,Nautilus,Rare,,,,,3,,,,,,,,"[""ShadowStars""]",,,,,,59a17eb29c0e41189553787625c35b8f,,,,,,,,,,,,f893061078fc47f1b716ab009b9db1d0,,,,,,,,
Shark,Minion,Pirate,Nautilus,Unique,,"[""Beast""]",,,8,2,3,,,,,,,,"[""Shark""]",,98a305a3b1a44c5d9153439eb6f864e3,53a6827d0edb42d7b2e4566dc5af20be,,,,953b2e242be94da3877e23c5c74792f3,,,8843688376894c4ba09765b8946ccdd7,,,,,,c9edb841c3f142bd9dda09c445ea1ab2,,,903bfc1a5ca4484d95fb7a00b3c6e695,,,,,
SharpEyes,Skill,Bowman,Classic,Rare,,,,,3,,,,,,,,"[""SharpEyes""]",,,,,,126732ab375d4ada97cab39dc78ddcfa,,,,,,1457abc286fb4a8aaa3c08c62a3ddcf4,,,,,,ada5fd4a2fb44dec8c044ed73c194731,,,,,,,,
Shockwave,Skill,Pirate,Nautilus,Normal,,,,,4,,,,,,,,"[""Shockwave""]",,,,,,,,,,,,49961b5abf7a496f80e43a9eb8a07069,,,00e36fd783944a038d4af1702f2241af,,,3f8f2b5b5bb74aad8d5f2096deaa7613,,,b91337013aeb400c860d3d6e40368010,,,,,
Shout,Skill,Warrior,Classic,Unique,,,"[""FangBlade""]",,6,,,,,,,,"[""Shout""]",,,,,,3c4cda29b71148a49bb812d0633e3439,,,,,,7db0354e6a5c4952b626ea463be69698,,,,,,725c97edf3f94d3da5aca78c8ef1fbc4,,,,,,,,
Shumi,Minion,Thief,Classic,Unique,,"[""Npc""]",,,4,5,1,,,,,,,,,"[""Shumi""]",13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
SilverHawk,Skill,Bowman,,Normal,,,,"[""Hawk""]",1,,,,,,,,"[""SilverHawk""]",,,,,,,,,,,,,,,,,,7d6c1005dd6c43a38ff9999f7d56bba8,,,,,,,,
Skelegon,Minion,Common,Classic,Epic,,"[""Dragon"", ""Undead""]",,,5,1,2,,,,,,,,"[""Skelegon""]",,83da828ce8b2408f99595dbf712f6e4a,e6ba060d51384ea28831503c68002e45,,,,,,,,,,,,,1f5c59052ef543c3a732a5509ba52e1e,,,,,,,,
Slime,Minion,,,,TRUE,,,,1,2,1,,,,,,,,,,4623a7a5a7de4e09891c3f0a70f6fb39,79c80c07bf104fedada12695846b09c4,,,,,,,,,,,,,,,,,,,,,
Snail,Minion,,,,TRUE,,,,0,1,1,,,,,,,,,,ddae1fa0a35145499fafc1478952ebfb,9a4cb1c6ac604499b5bd1d813fb906a4,,,,,,,,,,,,,,,,,,,,,
Snatch,Skill,Pirate,Nautilus,Rare,,,,,2,,,,,,,,"[""Snatch""]",,,,,,778a49294a064ab8a1e176f3581896e8,,,,,,80004fabf0274d6ba0836353a25b97da,,,,,,b6bf37718d0449eaa8538ebfddbb0c47,,,d400ec1a0e79438eb2243294237f8c74,,,,,
Snipe,Skill,Bowman,,Normal,,,,,4,,,,,,,,"[""Snipe""]",,,,,,d80486582c1445afa41aaaef3e462506,12f9d9623b1b4712bcbcbb6fd1adf027,,8fe2d7cf26df43ab8d53a13dd87f491d,,,9ca93d040ca44212b14535b308c4c506,,,,,,4a89e263002b4e64b43cb4858c074168,90bbceaa72554dc78e8c73d9fdbff7ee,,,,,,,
SoGong,Minion,Common,Classic,Rare,,,,"[""StrawTargetDummy""]",1,2,2,,,,,,,,"[""SoGong""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
SomersaultKick,Skill,Pirate,,Normal,,,,,2,,,,,,,,"[""SomersaultKick""]",,,,,,d18540bc2cbd47dcac4eefda4a3f8cbc,,,,,,f306db6c5549469c94616e7e4f93be74,,,,,,cf532c2820594775aeefe6272b0375d2,,,be5cd0d468564ee6aa0e65fa15bdcaf0,,,,,
SoulArrow,Skill,Bowman,Nautilus,Epic,,,"[""Rainbow""]",,3,,,,,,,,"[""SoulArrow""]",,,,,,0577fe1231564705826869fa495034de,,,,,,,,,,,,c30c6e83856942d9b14734239e7980a5,,,,,,,,
Sparker,Minion,Pirate,Nautilus,Unique,,,,,3,4,1,,,,,,,,"[""Sparker""]",,ce99beea4af84000849f93986a511bb7,084273753b504e8f9f53b1aae57554b9,,,,,,,03228afc64b9443998fc9ff7d6ac22d9,,,,,,2b9c1b6ab7c64ed2b6b6804be9eb8976,,,28f743ac30bd4ec7b7b3e9a3733c0e4c,,,,,
Spiruna,Minion,Common,Nautilus,Epic,,"[""Npc""]",,,3,2,2,,,,,,,,"[""Spiruna""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,96c7a7cb7b634da1b356536a37ee16f7,,,,,,,,,,,,,,
Steal,Skill,Thief,Classic,Epic,,,,,7,,,,,,,,"[""Steal""]",,,,,,690bc715540b44b3bbb62a5beaf77bae,7bd6e4e890a24bfd801b880bd718d393,83fb9c9872b64c99bac3aae0792ac7a4,,,,,,,,,,dbaa0d4c663f4e3fa54f3c0c5f404a1e,59a1b76d6969408ea71bbc774de87f5d,,,,,,,
Stirge,Minion,Thief,Classic,Rare,,,,,1,3,1,,,,,,,,"[""Stirge""]",,e7a6a265a63f48f6aaad06e372df9c1a,657f72c06876475594af734820bab0d2,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,,
StoneGolem,Minion,Common,,Normal,,,,,5,7,3,,,,,,,,,,2d7d750260204873bd8e0f1f8d6c946b,5f543a3840b04e08a701a9957f02cd09,,,,,,,,,,,,,,,,,,,,,
Strafe,Skill,Bowman,,Normal,,,,,2,,,,,,,,"[""Strafe""]",,,,,,f5c674bf1f9141609b84ea91309c122c,f370000ecbf04908993b37bee38a38e1,,ed2d3a0032a4407c8576202d5e862048,,,521445f8f2d749e7a379b4747471f0a7,,,,,,5b429a951d2046499fe84bfb2ae1c58f,4346b64f2d0a4cf683980bb0d318b14a,,,,,,,
StrawTargetDummy,Minion,,,,TRUE,,,,1,1,1,,,,,,,,,,c4136cca846145d7bbf04f6383763529,7142940d03204872a316103472ecd980,,,,,,,,,,,,,,,,,,,,,
Stump,Minion,Common,,Normal,,"[""Plant""]",,,1,3,1,,,,,,,,,,eeeaba6b5b604f078ede93b23b8d2f5d,af72d0acf5104343af1781b0da1d0033,,,,,,,,,,,,,,,,,,,,,
Stumpy,Minion,Warrior,Classic,Legendary,,"[""Boss"", ""Plant""]",,"[""AxeStump""]",5,1,3,,,,,,,,"[""Stumpy""]",,b2c53b988ade432893258d8037e3ce59,9ccac61d76be442b8fc682ac5a59ce31,,,,,,,,,,,,,46a6a96a6fbd4d6994b5206cf20b4858,,,,,,,,
SunWuKong,Minion,Common,Nautilus,Rare,,"[""Pet""]",,,1,1,1,,,,,,,,"[""SunWuKong""]",,a6eaae2c95fa4814a442171f8ff31b85,b4719ec0d9a648c0b606345f51241b96,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,b455ec416c95454fb78030a70cde00b6,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,
TaeRoon,Minion,Common,Classic,Legendary,,"[""Boss""]",,,4,2,4,,,,,,,,"[""TaeRoon""]",,d210d7f63393416a9c36b4925f489192,48cb66cc49094e39ad1fcaa2b6d1ca7d,,,,,,,,,,,,,16cffc2c75014589bb73e7898a87b007,,,,,,,,
TalkingTree,Minion,Warrior,Nautilus,Epic,,"[""Npc"", ""Plant""]",,,2,1,1,,,,,,,,"[""TalkingTree""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Tangyoon,Minion,Pirate,Nautilus,Rare,,"[""Npc""]",,,2,3,1,,,,,,,,"[""Tangyoon""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Tauromacis,Minion,Common,,Normal,,"[""Devil""]",,,7,4,4,,,,,,,,"[""Tauromacis""]",,8274fd81319540f4945f32becd56a6a3,26aa16bff716480a9ddd62575049dff5,,,,,,,3cbd85dcfe3c41c4989adec59385c257,,,,,,c7ca877e571e4432847009e11ff06c63,,,,,,,,
TheRememberer,Minion,Common,Nautilus,Unique,,"[""Npc""]",,,6,3,2,,,,,,,,"[""TheRemembererSummon"", ""TheRemembererDead""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,c07906d7adea4ce69a1054bc98d17431,,,,,,5771111f4a4b4bda92508f9c9a1d3cd1,,,,,,,,
Threaten,Skill,Warrior,,Normal,,,,,1,,,,,,,,"[""Threaten""]",,,,,,958048a59b6645088d57ee7abd58db0e,,,,,,,,,,,,89c337c728414384b433760ac3853add,,,,,,,,
ThreeSnails,Skill,Magician,,Normal,,,,"[""RedSnail"", ""BlueSnail"", ""Snail""]",5,,,,,,,,"[""ThreeSnails""]",,,,,,,,,,,,,,,,,,1fbce3bd94a24f66841744a437f866bc,,,,,,,,
ThunderBolt,Skill,Magician,Classic,Epic,,,,,4,,,,,,,,"[""ThunderBolt""]",,,,,,b994f6d7c6964d259f07d8ca48672870,,,,,,53ad513685b44981a544478eec291a03,,,,,,013e2c87a6e848eeb9a8fe529bd8f839,,,,,,,,
ThunderSpear,Skill,Magician,Classic,Rare,,,,,5,,,,,,,,"[""ThunderSpear""]",,,,,,a8dec311ef8044bf87848740b82136ce,,,,,,60c6e8bb5e924d739f372fde980e68b4,,,,,,67e060e554bc4701b7e8e83e9b4bedb2,,,,,,,,
Timer,Minion,Common,Nautilus,Legendary,,"[""Boss"", ""Toy""]",,,6,4,3,,,,,,,,"[""Timer""]",,82b043fa08784ef6bcdc54271e116924,e1bd45722eca4a898c0d44cd8b1acca2,,,,,,,,,,,,,d1c2d1c12ab74f81b7311d075b3644fb,,,,,,,,
TripleThrow,Skill,Thief,Classic,Epic,,"[""Shuriken""]","[""SteelyThrowingKnives""]",,2,,,,,,,,"[""TripleThrow""]","[""TripleThrow""]",,,,,3cf9b68a0ab04210a1188bcaf941c229,2479c204a97b43a7986f6a283fde505b,,a78d5c7913b448b8b2e353fca2e267e2,2fc1bc6b1de741458d3b83227097aa99,,a0279b03a97840c8ac1cab9971590dfe,,,,,,1ed91489bdb943a29a0c67674144dd71,32ebfe1732634492906191ec80cc525d,,b36e3f3626b54ddabf78667f57e3b05e,,,,,
Trixter,Minion,,,,TRUE,,,,1,1,1,,,,,,,,,,5db20292d108470ea9ab1d87c294b463,cdfe80262dbb4868b83d15845fb41037,,,,,,,,,,,,,,,,,,,,,
Tweeter,Minion,Bowman,Classic,Rare,,,,,2,1,1,,,,,,,,"[""Tweeter""]","[""Tweeter""]",f786d4f855424b9f8e9e191ccd2b4833,d6038f9abf1f437886ce08aff2406d4e,,,,,,,,,,,,,,,,,,,,,
Umti,Minion,Common,Classic,Epic,,,,,4,1,4,,,,,,,,"[""Umti""]",,16ddda537c45465daee08a824c671312,0a58ecf365204a2a9f8f92986e20e4a0,11012639542241f596465f7e96cc9918,,,,,,e9c50914c1994f52bb36b092a7e54bd2,,,,,,f2d76cff67df4fbeb1d1c867b8752594,,,8aa1eccfccdb4f56bbc585532f3fa759,,,,,
Utah,Minion,Bowman,Classic,Unique,,"[""Npc""]",,"[""RibbonPig""]",6,1,1,,,,,,,,"[""Utah""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,3857428ab80c47d8bf6a5752921ae76b,,,,,,,,
Vikin,Minion,Pirate,Nautilus,Epic,,"[""Npc""]",,"[""JrMimic""]",6,5,6,,,,,,,,"[""Vikin""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
WatchmenCrew,Minion,Pirate,Nautilus,Rare,,,,,2,4,4,,,,,,,,"[""WatchmenCrew""]",,cc977b5a15614e18a9c1bb1761270047,3a52ca88dce944b99b9524a8c6446c46,,,,,,,,,,,,,7eda74e9c90d4cf698a09da279a1633c,,,,,,,,
Werewolf,Minion,Common,,Normal,,"[""Beast""]",,,7,5,6,,,,,,,,"[""Werewolf""]",,a2fe95cbb2c34220b47e16292fc978cd,a2fe95cbb2c34220b47e16292fc978cd,,,,,,,c832dde5a66945519e1edfbee13bf59e,,,,,,c5fc679eda4d4f9c95d774b7e29a9f7e,,,e48fcf07222943fdbacc28bb83c8f898,,,,,
WildKargo,Minion,Common,,Normal,,"[""Devil""]",,,6,6,6,,,,,,,,,,d4fb1a31e46444b2aa1a83412cc1ae15,08926ad3074942348a29287fbdaa7e91,,,,,,,,,,,,,,,,,,,,,
Winston,Minion,Warrior,Nautilus,Unique,,"[""Npc""]",,,4,1,3,,,,,,,,"[""Winston""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
WonkyTheFairy,Minion,Common,Classic,Unique,,"[""Npc""]",,,5,2,2,,,,,,,,"[""WonkyTheFairy""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
WrathOfTheOctopi,Skill,Pirate,Nautilus,Unique,,,,"[""Octopi""]",2,,,,,,,,"[""WrathOfTheOctopi""]",,,,,,,,,,,,,,,,,,33cd97cfd7404c2fbc129c3381038450,,,,,,,,
Yeti,Minion,Common,,Normal,,"[""Beast""]",,,8,8,7,,,,,,,,,,54af99d4282f423d8d2b211366090cb1,d83b6b6db5ce485797e1667098d8a7ca,,,,,,,,,,,,,,,,,,,,,
YetiAndPepe,Minion,,,,TRUE,"[""Beast""]",,,9,8,8,,,,,,,,"[""YetiAndPepe""]",,aa25ae9bb86449c59ca2d71b76b1ba81,d83b6b6db5ce485797e1667098d8a7ca,,,,,,,4172b3281def4dc584ad245db7e370c4,,,,,,8336a6f69f7c43fba54b767fba8180e7,,,4e9474deb8d740d0a10c50b38dc5f4cd,,,,,
Zakum,Minion,Common,Classic,Legendary,,"[""Boss""]",,"[""ZakumsStorm"", ""ZakumsCall"", ""ZakumsPower"", ""Puco"", ""Punco"", ""Cuzco""]",11,2,2,,,,,,,,"[""Zakum""]",,7daa2a0a4ad4452392ef52f50ba82f08,021d06c16be04850aafe59cf8101d45e,25dd4b60510a470b8260e1e3111d7f8f,002c601d47564bc7a15f37175bfa72c9,2495f8ed2abf4676936383f006636878,,,,4220dc532236453993b87bf810dc99e1,,,03c59edf06b54013b959bac705f4a84a,15e903ad4804444bbf2b22fd3c7516b6,44db8067f49e4b88989168e71cfe6226,ad2793114807453d91d848d90aa7f90e,a673a302192a4eac8c8f898504aae57e,e0c6e3f369e248e8883cee8a56dc43dc,9e451d5934f8415ca3b2bd1af930d65e,,,,,
ZakumsCall,Skill,,,,TRUE,"[""Zakum""]",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZakumsPower,Skill,,,,TRUE,"[""Zakum""]",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZakumsStorm,Skill,,,,TRUE,"[""Zakum""]",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeno,Minion,Common,Classic,Legendary,,"[""Alien"", ""Boss""]",,,4,2,2,TRUE,,,,,,,"[""Zeno""]",,379dc5ab10214f408be20f06b1e238c1,8701dd1b28074c8bb5816e2562571253,,,,,,,,,,,,,c390dfef01564c148efc35a772c81ca9,,,,,,,,
ZombieLupin,Minion,Common,Classic,Epic,,"[""Monkey"", ""Undead""]",,,3,3,2,,,,,,,,"[""ZombieLupin""]",,62a66b52044e4514ac0e36f631f54234,de78d2513382415d864a530245697e6a,,,,,,,2de6957392ed42c09e15ca22495e3c40,,,,,,9a01bae6d0d04bb6a042e02e32a2e6d1,,,5354724c5810462fa9c75b45f9019567,,,,,
ZombieMushroom,Minion,Common,Classic,Rare,,"[""Mushroom"", ""Undead""]",,,2,2,2,,,,,,,,"[""ZombieMushroom""]",,d372ec233f8f4628b633092a2c81d473,7dfabece349c4f7482bea41ab7af7acb,,,,,,,,,,,,,,,,,,,,,
