id,name,model,type,skill,phase,attack,hp,criticalRate,criticalRatio,dieSound,firstEntranceStage,chapter,monsterType,thumbnail,thumbnailScale,thumbnailOffset,purpose,CircleRadius,ColliderOffset,exp,stand-ruid,move-ruid,attack-ruid,hit-ruid,die-ruid,speed,attackCoolTime,interval,stopMovingAfterSkillDuration,Scale,isSpeedy
Mean Mini Murr,얄미운 미니무르,model://d53402fa-a48d-46e1-a65f-14a06f718552,monster,,,673,48807,0.1,1.3,151b280810864d9eb25d01d08ad467d8,10,3,,,,,common,0.30785,"(-0.034, 0.425)",3,d606f416039d467e8c6021eb37baccea,6c7d81ae50ef4be589554dd5280224cb,6c7d81ae50ef4be589554dd5280224cb,8aed4966f5c84019899da5be426eafdb,f61c3f96c58244a3b4149a7b2c7903ea,3.5,5,0.1,0.5,1,
Boss_Crip,보스 - 크립,model://4d87faaa-8632-4f0c-bddf-973a17e656cd,boss,106_107_109_111_110/114_109_107_106_109/117_109_111_109_106_111_109,100/65/30,875,6465368,0.1,1.3,af080436f1174bdea893b7fd2cad15d8,5,3,,882d1c83ac88496f9f6ab3c08538aef5,,0,common,0.06947,"(0.069, 0.401)",3,f1ac1898ceac4683b5e9d32c7acf9cad,882d1c83ac88496f9f6ab3c08538aef5,882d1c83ac88496f9f6ab3c08538aef5,588e04ebfdaf488ba9ca120dc6084d26,700112e50f6e4245b546b0d64f7c98b3,3,5,0.1,0.5,1,
Mini_Shrimp,크립의 미니새우,model://2d99848c-535c-4722-b87a-2c8c8d2fc322,monster,,,748,34411,0.1,1.3,0129b748a36940bc8c823c3c98f5f1df,5,3,,,,,abnormal,0.14917,"(-0.023, 0.313)",3,be8218e6b2c84da8a8ae90127561f67f,f5ffe8c28fca43999e6c75af26f6e7e4,f4edd512a61844f5a955f9f71db43556,da22653553ed4e9c9e37b546c72cf881,92cd3da4afd647a7b70ff95e1267ebba,3,5,0.1,0.5,1,
Boss_Krip_mini,크립 미니버젼,model://aa961ed4-c9d0-4188-96b0-2772be842c9d,monster,,,673,34678,0.1,1.3,af080436f1174bdea893b7fd2cad15d8,5,3,,,,,abnormal,0.22404,"(0.021, 0.418)",3,f1ac1898ceac4683b5e9d32c7acf9cad,882d1c83ac88496f9f6ab3c08538aef5,882d1c83ac88496f9f6ab3c08538aef5,588e04ebfdaf488ba9ca120dc6084d26,700112e50f6e4245b546b0d64f7c98b3,3,5,0.1,0.5,1,
Boss_Oceanleli,보스 - 바다렐이,model://db1bcf49-0048-4c9a-9bcb-f774e427db2c,boss,125_126_127_129_130,100,1373,885300,0.1,1.3,33ecd18f96e9436e8f445feb5c4059dc,10,5,,,,-25,abnormal,0.24475,"(-0.020, 0.191)",3,6eba9936112048f08382dcd89a04bfc1,4d72c5ce3a924253b1dae0f9150136ef,430d80957cbf4fd198817dd061614e0b,1b5cef3ca72b448298b9fc3228f3ac88,5a8af455d99c423d9562af70b83eff82,2.5,3,7,0.5,0.5,
MovingRobot,이동형 연습 로봇,model://02f831af-7a94-4b3c-b4ac-7492731bfa73,monster,,,2280,33100,0.1,1.3,bac33f5762874bd3a7e3620b1c4b8d54,1,4,,,,,common,0.25005,"(0.014, 0.340)",3,c9b31595094049699e7d1b692f43ae7a,34937918dfde42b09e4f8a8ac5e0e2d2,5234509038b545aa889aa1bced344a59,784d1e23bdf0405aadcab0c5ae7745c3,6f021337f7864b289b175f5e0b43f6ba,4,5,0.1,0.5,1,1
EliteBoss_MovingRobot,엘리트 이동형 연습 로봇,model://0023632d-b3a4-49b6-92e2-a1884d152b45,boss,103,,1433,7260407,0.1,1.3,bac33f5762874bd3a7e3620b1c4b8d54,1,4,,c9b31595094049699e7d1b692f43ae7a,,-5,common,0.21571,"(0.007, 0.320)",3,c9b31595094049699e7d1b692f43ae7a,34937918dfde42b09e4f8a8ac5e0e2d2,5234509038b545aa889aa1bced344a59,784d1e23bdf0405aadcab0c5ae7745c3,6f021337f7864b289b175f5e0b43f6ba,3.2,4,4,0,2,
PollutedTrainingRobot,오염된 연습 로봇,model://2e88c2ac-56aa-4ccc-ba89-5e1b98730c88,monster,,,1571,50918,0.1,1.3,fa84305364894facb88a174ff1a139cd,1,4,,,,,common,0.25005,"(-0.039, 0.439)",3,7c768d0de19b48b2929fb54fdba8afc3,005f0d16543941be958b21171690d92b,b4d761cdea44446a9f4a98c57d3c1717,8a446b1498d547cba1cfd6c8dc304866,c649d7ff185d45188cf2cca3f59cf03d,2.8,5,0.1,0.5,1,
Military robot,감시로봇,model://dbc93f7f-a35f-47c2-bca5-a33bc824ed9e,monster,72,,1238,52580,0.1,1.3,33f177c1f5d54bf8b589c6a9d0ab2650,2,4,range,,,,common,0.25971,"(-0.014, 0.412)",3,ea54c17b12ec48c2b48582f02a566062,e07372455ee947799c4d9343236166b8,e07372455ee947799c4d9343236166b8,a2a08b05df514c798aa42b935e006f0c,cc01ae8fb9c34c0fb9bee88cba08b2b8,3,4,0.1,2,1,
RobotaB,훈련 로봇 b,model://68687b37-44b7-45df-9c4e-4272389fb934,monster,,,1238,53813,0.1,1.3,b061814fd65d4bffa5661e14935b82d0,2,4,,,,,common,0.25005,"(-0.019, 0.340)",3,6ce4677f3c85457b9389e1072d046fce,a0922892504c4fadbee70d5c39d84eb3,863bd025614d4283aa707cae056041b4,1cf3a2d6e24d45828de6178044e5cf51,f7dcebd92c044785ba265b1455fc3059,3,5,0.1,0.5,1,
Porcupine,가시도치,model://9903b529-5611-43c3-80e5-b97344275844,monster,,,1295,54517,0.1,1.3,7fdb066ddb464f8ca210d4945ab6f229,2,4,,,,,common,0.34868,"(-0.070, 0.265)",3,90faae7dc1064a44af7781896df6d577,de45a564140d40de9f07661ae51e97e9,4944f01a85e74e56969ecbc0fb33645e,6d58ddd91ec445aaa0f149655aafd588,ee507216c3fb46758092d9c41290b14c,2,5,0.1,0.3,1,
EliteBoss_Porcupine,엘리트 가시도치,model://1ca16bbc-2ff4-4f08-a1ae-216a5e373a53,boss,104,,1543,7625370,0.1,1.3,7fdb066ddb464f8ca210d4945ab6f229,2,4,,90faae7dc1064a44af7781896df6d577,,-10,common,0.26517,"(-0.032, 0.260)",3,90faae7dc1064a44af7781896df6d577,de45a564140d40de9f07661ae51e97e9,f3c6999a232d4a58bcaa65dc767aef3f,6d58ddd91ec445aaa0f149655aafd588,ee507216c3fb46758092d9c41290b14c,3.2,3,3,0,2,
Nutria,뉴트리아,model://cf0f8078-133d-47da-9501-5281c9a63c8e,monster,,,1410,55569,0.1,1.3,a7b1b5183c054e76b2bfab719a258b38,3,4,,,,,common,0.34868,"(0.051, 0.340)",3,890c948c6a844c8c9b8251298515d74f,b24700d3c6134030bcd1b56c2cd0dfca,b3a504a31b1e41d8b7bdfb7c61b6708e,11223caf2b5749daab8ecff0ff4f08d3,8182eb57706048b9919e741ff95ea229,6,6,0.1,0.5,1,
EliteBoss_Nutria,엘리트 뉴트리아,model://6129b1c1-be84-415f-98ba-9b408622a728,boss,105,,1633,9451308,0.1,1.3,a7b1b5183c054e76b2bfab719a258b38,3,4,,890c948c6a844c8c9b8251298515d74f,,20,common,0.23521,"(-0.018, 0.235)",3,890c948c6a844c8c9b8251298515d74f,b24700d3c6134030bcd1b56c2cd0dfca,b3a504a31b1e41d8b7bdfb7c61b6708e,11223caf2b5749daab8ecff0ff4f08d3,8182eb57706048b9919e741ff95ea229,3.2,4,4,0,2,
LiquidTrash,액체 폐기물,model://7c5970fc-06c2-4bcc-b7c4-ae7a704cb709,monster,,,1622,57080,0.1,1.3,856e710c56fb444eb6e7c5cbe315d674,3,4,,,,,common,0.34868,"(0.017, 0.579)",3,9550ea5aa9b748ccaefac5ad15a73794,983626c32422497c94f8437654e56dc7,4d6f07f51c2d41fc953adb417c661ad6,ca0da07ee57e4379bd4db396519b8838,8951cb2dd0004ab4bfab0dd93aab3664,3.6,5,0.1,0.5,0.7,
Toy Trojan,장난감 목마,model://b37b183e-ad4b-4ea3-b418-bd688353f49b,monster,73,,929,58338,0.1,1.3,0857d869b4254140ad77cd0fb0ff945b,4,4,range,,,,common,0.25971,"(0.066, 0.583)",3,f9a2d6e8feaf4c90a3e00d022932fdaa,99f7ff29ebb245358c50dcddc2716e8d,fc4857ea48be477c9546c775e0f31d49,8fe12a540d2b49229936f18879682bda,7fe0b06b59aa4da683444e518a8d8d66,3,4,0.1,0.5,0.8,
SafetyRobotW,경비 로봇 W,model://81b11f8c-47e6-4b13-8027-8a47c5e0091f,monster,,,1007,59122,0.1,1.3,b0601a02e19f4a4396e6cd69f91d2141,4,4,,,,,common,0.25005,"(0.001, 0.275)",3,99117baadfb745fb96aea1c8edc8754d,0d9d60f433fc4399afad2fd73327fdb1,79b3ce529b704c0e995927214cc15de7,670a55e5bc7046508da030d03d2fe5c5,b8fe909fbfa24f3abc0d0910011e0d35,3,5,0.1,0.1,1,
SentryRobotd278,경비 로봇 278,model://185d7169-bd9d-4b0a-b70c-f6879fcf1a50,monster,,,1007,59453,0.1,1.3,49cdd63595a74d7d86ee11c1c74b6df9,4,4,,,,,common,0.324,"(0.006, 0.398)",3,6695ce289b844a968ed5bc0a785bd23d,056179bb90174677a4d1e69112f5c6a3,f11b756846c84d32bafe27a0d725775d,07319b196e80427db97498c3c8130222,9ccd78b8ca954d89b098690578c7ccd4,3,5,0.1,0.5,0.7,
RepairRobot,수리 로봇,model://631f3a49-dbb9-4b14-a1ba-88fd70945137,monster,,,534.5,61432,0.1,1.3,2af9c467e550455ca3ddd1ebf7ec46d6,5,4,,,,,common,0.25005,"(-0.024, 0.394)",3,35e9bd35c5c6475fa9cd812c1f995af6,0db4e471bad24950b00d9bf4b90889a6,bf9ffac13ef74abeaa9184786b207290,c6f57fe7d5b740cfb7435603367dcaa3,db5498d114d04c2d98307135dafd949d,3,5,0.1,0.2,1,
EliteBoss_RepairRobot,엘리트 수리 로봇,model://d62ffdde-f7bc-4109-9da0-ae59b694a2b3,boss,118,,2025,11080746,0.1,1.3,2af9c467e550455ca3ddd1ebf7ec46d6,4,4,,35e9bd35c5c6475fa9cd812c1f995af6,,-5,common,0.30287,"(0.018, 0.381)",3,35e9bd35c5c6475fa9cd812c1f995af6,0db4e471bad24950b00d9bf4b90889a6,bf9ffac13ef74abeaa9184786b207290,c6f57fe7d5b740cfb7435603367dcaa3,db5498d114d04c2d98307135dafd949d,3.2,4,4,0,2,
OutsideSentryRobot,강화된 외부 경비 로봇,model://65783372-c058-4611-a3de-be849d5ae3a1,monster,,,1069,68321,0.1,1.3,00dad30cd5cd4c448444029605991882,5,4,,,,,common,0.35347,"(0.065, 0.433)",3,476dfedef187499ab99d7da1ab1676f0,ea36964382dd42c3a908bf4f16648213,082bfd80f8c44b99948b54e3db0a066f,a03e022ee15e418aba16c1c5347fb184,c2fb2ad3b9a043788d8f12f89d005556,3,5,0.1,0.5,0.7,
SentryRobotSM,경비 로봇 SM,model://d35a4897-8435-4b08-8106-8de0668fd369,monster,,,1603.5,69378,0.1,1.3,436c26759fc14163ac9f892898f7ec45,5,4,,,,,common,0.35347,"(0.065, 0.433)",3,103ed9f0c03e47489a554c45d82cc626,5c53e03e802b4c71b4374b2d188d42bd,d4ce7d56d5d34400974e32011d85761d,b8b0c8fb160a4f6b8de1eb4913eb86f0,f50ba054bfe04c579c52473d00431ea3,3,5,0.1,0.5,0.7,
SentryRobot,강화된 내부 경비 로봇,model://c3eb8141-22ec-4f41-a0a3-c55decd00eda,monster,,,1121,70400,0.1,1.3,96dcdef321bb4a4596a6cc4dfa54a94a,6,4,,,,,common,0.35347,"(0.065, 0.433)",3,e47eedd7a38d4efc81dc587608230910,0f867550f3364b0ea446ecae9072edee,128f5193a10f4bdfa09fc501821dbd8e,c108f0ed5c1545af887967a7939bb2a9,f55c77a934364f3db5447004f445deed,3,5,0.1,0.5,0.7,
EmergencyRobotL,비상용 경비 로봇 L,model://3259206e-57e0-4451-843c-7eb54adb14f2,monster,,,1250,72412,0.1,1.3,b26e96c856c14e38b9e29d4be436df09,7,4,,,,,common,0.39028,"(-0.008, 0.413)",3,72fc7da7fd314687b21ce279bddd604b,5324727401b64586a1bc88280bc3fbab,c0b0bf9392324a6084b1c16743fa7d19,7b2a328aac604861be2d00f688231333,534293c28d5b41d59f840a5af08e5dab,3,5,0.1,0.5,1,
EliteBoss_EmergencyRobotL,엘리트 비상용 경비 로봇 L,model://ec95bace-b6f0-47f4-9682-9be835b20f4a,boss,121,,2782,14240721,0.1,1.3,b26e96c856c14e38b9e29d4be436df09,6,4,,72fc7da7fd314687b21ce279bddd604b,,-10,common,0.4047,"(0.008, 0.426)",3,72fc7da7fd314687b21ce279bddd604b,5324727401b64586a1bc88280bc3fbab,c0b0bf9392324a6084b1c16743fa7d19,7b2a328aac604861be2d00f688231333,534293c28d5b41d59f840a5af08e5dab,3.2,4,4,0,2,
Deep Buffoon,딥 버푼,model://453c902f-a329-4766-b3e6-d0041a761cfa,monster,74,,1204,73397,0.1,1.3,493dc0699db24ca3a128269088b8f6fb,7,4,range,,,,common,0.25971,"(-0.047, 0.583)",3,5101710b998e4d5683ac6aa24faafea5,86e665a5dbfa410da3effcef85a465ab,a1d0970699a84d40a7ac9a1da5312598,40fcf0861bb34ef2aba3192919e34b76,cada11407128495d9227486dae753b81,2,10,0.1,0,1,
Raccoon,라쿤,model://7b02c5a1-faa5-4e7a-a796-16b15c74a0b1,monster,,,2120,52200,0.1,1.3,19866c8fc2564cb192c7548e529336b3,7,4,,,,,common,0.40734,"(-0.063, 0.401)",3,c50cc441094a4f6289f2422af8f42f82,adc6156f97654d38ab8facabc1c9c453,fd4ea0e1f25e40ddabefb65393ba2e45,f012b9d43165403bb0f9d1f2509cc131,1ee258f244bf4e91a39268605caae9c8,3.8,5,0.1,0.5,1,1
EliteBoss_Raccoon,엘리트 라쿤,model://9eb2c017-0934-4c9a-bc54-45c2a5b74ae9,boss,119,,2638,13779682,0.1,1.3,19866c8fc2564cb192c7548e529336b3,7,4,,c50cc441094a4f6289f2422af8f42f82,,10,common,0.36539,"(0.004, 0.428)",3,c50cc441094a4f6289f2422af8f42f82,adc6156f97654d38ab8facabc1c9c453,fd4ea0e1f25e40ddabefb65393ba2e45,f012b9d43165403bb0f9d1f2509cc131,1ee258f244bf4e91a39268605caae9c8,3.2,4,4,0,2,
CartBear,카트 베어,model://60b11ec1-9203-4339-ab31-80c9d0232d15,monster,,,1640,78042,0.1,1.3,e1a30ab73f6c45ba9d95bcf65d0145dc,8,4,,,,,common,0.32022,"(0.024, 0.488)",3,53c2a23dd3214bdc9cb2713f7b5ebc43,df50b1bf79954e2884393230247b85cf,37fd6c84d8784472baca7138e08410e4,aa674064d61b42e1ad99d6e0dc3eaf17,e0df71c2d9524135a3cdd39b72e33d69,3,5,0.1,0.2,1,
ChickenRobot,순찰 로봇,model://9d3df17b-fd40-4dc4-b8f7-17d9e0c9a7b4,monster,70,,1640,78184,0.1,1.3,33f177c1f5d54bf8b589c6a9d0ab2650,8,4,range,,,,common,0.25971,"(-0.014, 0.412)",3,3c94b8df6c8d4195b7caae4d74ab7d7b,2c3fbaff3775480990fb7da37609ab61,2c3fbaff3775480990fb7da37609ab61,e69edfdc600141f48e3478fbd7145d7b,4a9350b6135b4d56bfca1b827a72b4d8,3,12,0.1,0.5,1,
ChickenRobotS,순찰 로봇 S,model://e3667e6d-b4f1-4822-8a60-47ff0c062c63,monster,71,,1757,78625,0.1,1.3,8992bc8c2cda4ae9bcab162803965a75,8,4,range,,,,common,0.25971,"(-0.014, 0.412)",3,d3935f375dfb4e348aded0634b303730,87a719f8ddd3479695232dad82f8eb7c,87a719f8ddd3479695232dad82f8eb7c,f6660a4922b64f2ba98b35db2f98680a,8e60d373ac21477bb7d3bec86107dc36,3,12,0.1,0.5,1,
ShiningGold,샤이닝 골드,model://5d1e4276-ca39-468c-ac29-9df648c7b426,monster,,,1672,81274,0.1,1.3,16679e30b18f4c2e87615980b56d629a,9,4,,,,,common,0.34868,"(0.051, 0.340)",3,aeb2475331664dff8d6aedf83ee98855,489b452454194477a642088c20910961,2d14cf7f63f240c79a351490e4707df2,0c54125005d845909f848af643d8738c,9a3a51c2ded34998aa5f8bfc4ba9098f,4,5,0.1,0.5,1,
EliteBoss_ShiningGold,엘리트 샤이닝 골드,model://a6fdc0a8-c627-46c1-93c7-fd30cc644799,boss,120,,3005,14109370,0.1,1.3,16679e30b18f4c2e87615980b56d629a,8,4,,aeb2475331664dff8d6aedf83ee98855,,20,common,0.36539,"(0.004, 0.428)",3,aeb2475331664dff8d6aedf83ee98855,489b452454194477a642088c20910961,2d14cf7f63f240c79a351490e4707df2,0c54125005d845909f848af643d8738c,9a3a51c2ded34998aa5f8bfc4ba9098f,3.2,5,5,0,2,
PurpleHippo,퍼플 에머시,model://2bd14879-58dd-47e0-8fe9-383cd6a0e380,monster,,,2645,58900,0.1,1.3,ab0547cd2de84a9f9dd14b33c7e4ae3b,9,4,,,,,common,0.34868,"(-0.221, 0.281)",3,c032d450db604edcb72c00089f4bd6cd,56b240d454ed4c58bbd41f3830b8667b,34524dc2a07f49d9bcf4a5c060a17fc5,dbe02da6684449f1a0da90bb772e9d2e,8cc5d63c79f94428b4521f5b161df388,4,5,0.1,0.1,1,1
Metal Generoid Type A,고철 제네로이드 A,model://e72c4912-d86e-4699-97dd-41a761eecda0,monster,,,1500,84878,0.1,1.3,e6c9eb4952e64285a8f2b7bead59fc4c,10,4,,,,,common,0.37255,"(0.000, 0.348)",3,b62856e0f9b74f8e890f5a259a9ce949,b474adcb7a0c4702a6414d143656f8b1,91934fb4b237423d80181f2c446844f7,13f7e722f00f4b6881b17cae5347d2c1,d696d1a4b0924c05be52c15abfc04845,3.7,5,0.1,0.4,1,
EliteBoss_Metal Generoid Type A,엘리트 고철 제네로이드 A,model://f45fd236-51ef-43a5-9ce9-4d865c6f7b01,boss,123,,2959,14762346,0.1,1.3,e6c9eb4952e64285a8f2b7bead59fc4c,9,4,,b62856e0f9b74f8e890f5a259a9ce949,,-5,common,0.36539,"(0.004, 0.428)",3,b62856e0f9b74f8e890f5a259a9ce949,b474adcb7a0c4702a6414d143656f8b1,91934fb4b237423d80181f2c446844f7,13f7e722f00f4b6881b17cae5347d2c1,d696d1a4b0924c05be52c15abfc04845,3.2,4,4,0,2,
Generoid Type B,합금 제네로이드 b,model://1e408bb3-41b0-4ad9-92c0-81d5d1af7812,monster,,,2860,72440,0.1,1.3,ad29debffa8c412a86e31c80a22400c8,10,4,,,,,common,0.40734,"(-0.278, 0.517)",3,49b7e7a8783b4a1b97afe54f0eae40ef,7a6e6b4f2ecb4fc9974b211849a5a094,850501fe6fb84eaa83983210796ceef2,ebb182fcebef4ca7ac01e5763c0b6d1a,69426ad67a7946529f6c9d4e62aa5eb0,4.5,5,0.1,0.3,1,1
Generoid,제네로이드,model://c8fe571d-869c-48dc-a136-13b140a3115a,monster,,,1800,103545,0.1,1.3,6b17039c89eb4a63b42a70ba4ebda38c,10,4,,,,,common,0.42668,"(-0.289, 0.463)",3,1ab4f56084b24469a634e87c189c91e8,26c803f09e6545ab8e047a8853dbf14a,87f22a47d3194951b199ccdc97073a07,80f733cfcb0a4209a3264ab10d54e714,3629c89d060c493592e854c1a3fb8e44,3,5,0.1,0.5,1,
Boss_Thanatos,보스 - 타나토스,model://442d8f8a-bbc6-4353-82bc-7cc77974da16,boss,140_141_142/141_142_140/143,100/50/0,2180,7769821,0.1,1.3,5f5bf221903b49dd8198400f59d5190a,5,4,,,,-30,common,0.43751,"(0.075, 1.283)",3,0b141a95900f4679a0a6e6f64dad8607,a21cbaa71a364bd59215c432d3222dbc,55ff5e2824f4499895d2759be3d77aaa,681ac3cf4ba14ca791f3c8959fff2b9b,a1099d960aba41d996bd4232065dadb6,3,5,6,1,3,
Boss_Papulatus,보스 - 파풀라투스,model://d6cda934-f692-449a-a0f1-a5db7168f682,boss,144_145_146/144_146_145,100/50,3862,7769821,0.1,1.3,4d0bee1bc0094b14a9194fce7c1bd911,5,4,,,,30,common,0.71526,"(0.069, 0.401)",3,bf427761ad5b4fccbfd05b5b2daa7454,d176077a39f1490da32b7d38b5f2de17,8d1e489d982a4d56b3e1bb57ae599402,1b2a019f07de4344b9cf2d0e80dcf453,67b5d39208ee4e5a952dadaae4938bce,3,5,7,1,1,
Boss_skill_papulatus_afterMonster,보스 - 파풀라투스 분신,model://65555561-faff-4f4f-af64-8fdcc49b118a,monster,,,1640,317082,0.1,1.3,4d0bee1bc0094b14a9194fce7c1bd911,5,4,,,,,common,0.41837,"(0.008, 0.969)",3,05617883b2424ee48d9c73336ee1bc29,05617883b2424ee48d9c73336ee1bc29,ca9edcf10eb44c88aab86bb1fcda9e02,dcfb58cf458244299056ef6bbe1fe51a,ca9edcf10eb44c88aab86bb1fcda9e02,2,10,0.2,1,1,
Boss_Chickbean,보스 - 콩닭,model://0c4d952c-8a99-4a47-8f35-28894d63b4a3,boss,349_170_171/172_171_351_170/170_351_171_172_349,100/60/30,3367,11161709,0.1,1.3,d9a586f4dc854e8799f6a51b68262760,10,4,,,0.8,0,common,0.18638,"(-0.0247, 0.2878)",3,56a9ea6f157c4ce78b37478da4a794d2,713e5a36f61242b39f06f97851bc957a,76557aabcbca40989e8f244801bb67fa,828a8ff3b89d4c178d831fa7a8938c15,8d9fa2ef9bbd47d2a9cc41e56ba829da,2,8,0.1,0,1,
Boss_BanBan,보스 - 반반,model://94edea36-88cf-4c09-a14e-2eb36532ef10,boss,173_174_175/176_175_177/173_175_176/174_175_176_173,100/80/60/40,4040,11161709,0.1,1.3,f0758cee645e4df4bbb48527d09b3bba,10,4,,,,35,common,0.46999,"(0.0311, 0.5763)",3,266dc05ce1504e28af807b1adb22a531,373a5a9657244a1b8aeecbafb423a01e,522a72c692d5498da4932cb3a9b3a306,f9571b033497479f84b301634c6f510b,de690e1618d144c09ed85e44f5568fa9,2,3,0.1,0.5,1,
Balloon ChickBean,용병 병아리,model://97628948-d5cd-47a3-9481-360fb13ef542,monster,,,8000,42521,0.1,1.3,01af2b642fef4d85b3dbc48b12ab4c70,10,4,,,,,common,0.07326,"(0.0161, 0.1242)",3,ca041471967f497095898ed9dd8fcbaf,f561128d31f14e59b2e8222c0f06f1f6,9e68b52ff0674753b4b201e2cbcdcfad,32c46226f2c64930a34c0da324589664,d54c71f5d0c94cb886ef99b3ab03239e,2,3,0.1,0.5,1,
BANBAN_chicken,반반 치킨,model://453b0f5f-5c58-483b-9e92-7dbb2b12cbf2,monster,,,8000,108234,0.1,1.3,061e8abd57ec4a97b8e1dcbeb5259555,10,4,,,,,common,0.18199,"(-0.0893, -0.039)",3,1a3feb6df9024b9da33f61204caaea97,42db37a029ba41a2a3c1ae5aa3dddbcc,42db37a029ba41a2a3c1ae5aa3dddbcc,4b37128d9593462c93f2de82479bd804,c5120baa3095402c80c3635c6d12c492,2,3,0.1,0.5,1,
BANBAN_chicken_2,반반 치킨 갈색,model://fce7be58-8a09-4f4a-9c40-59d060ce14ff,monster,,,8000,109624,0.1,1.3,061e8abd57ec4a97b8e1dcbeb5259555,10,4,,,,,common,0.18199,"(-0.0893, -0.039)",3,c1bc28ed67e54de4ba4eeb7fcd36cde3,72520c557a7a484d9ab4d4b6e854df92,72520c557a7a484d9ab4d4b6e854df92,c2dc96b29d8a42a687b321414fc6e9a6,6677639b6652495f81692d8303d461ba,2,3,0.1,0.5,1,
Junior Boogie,주니어부기,model://a8391576-da14-430b-9519-4a5062d55d27,monster,,,4780,67800,0.1,1.3,21b02c81004041c69cb6f9380dd8194e,1,5,,,,,common,0.13477,"(-0.002, 0.402)",3,01fa4062e0aa4cafb898de15929fcc97,a66fb1bd229043bda75c09b2ee0fe054,5959c4170ab94d11ac7b4ffa091d2ac2,aa70e32ab6884d799bab0725e735a86f,1b93716d6cbc4cb797de7a7df5758fbf,4,4,0.1,0.3,1,1
EliteBoss_Junior Boogie,엘리트 주니어부기,model://7eb081d8-5f8f-442a-a729-e7d48676089b,boss,300,,2800,17877350,0.1,1.3,21b02c81004041c69cb6f9380dd8194e,1,5,,01fa4062e0aa4cafb898de15929fcc97,,-10,common,0.16024,"(0.004, 0.428)",3,01fa4062e0aa4cafb898de15929fcc97,a66fb1bd229043bda75c09b2ee0fe054,5959c4170ab94d11ac7b4ffa091d2ac2,aa70e32ab6884d799bab0725e735a86f,1b93716d6cbc4cb797de7a7df5758fbf,3.2,5,5,0,2,
Yellow HoppingJelly,옐로뿅뿅젤리,model://26c79038-c461-4e86-b4d1-daf3cd5c9769,monster,,,3067,115010,0.1,1.3,7dd8fc4a1bae41a6820bc8d0df5dde49,1,5,,,,,common,0.33016,"(-0.003, 0.350)",3,eb90ed5987c64a3d9f4266edb0240615,3a5875a2e0d74e1bb0d464d89019160b,3a5875a2e0d74e1bb0d464d89019160b,c937c271d0c346c4a292e0ac97dcac26,14d59d0d13b14b208e539a0981e9e70c,1.6,5,0.1,0.5,1,
Blue HoppingJelly,블루뿅뿅젤리,model://40b585c6-6244-4064-8502-4015cbe21bb1,monster,,,2765,118803,0.1,1.3,831b50bf52ba446990815c1a902a36d6,2,5,,,,,common,0.33016,"(-0.003, 0.350)",3,4f3445bc6e1f4505b0b17069c9d75f2d,1cbd251edc414a14a494316e998d9715,1cbd251edc414a14a494316e998d9715,067749efea68459c8862b7067e295f0c,2a83e7dec7df4782bb5a541952a28385,1.6,5,0.1,0.5,1,
Red HoppingJelly,레드뿅뿅젤리,model://eba8f80c-c0f5-4d56-a994-4f924d2c7ddf,monster,,,2855,121235,0.1,1.3,0831ae1039524772826f30c32abf90fb,3,5,,,,,common,0.33016,"(-0.003, 0.350)",3,ebebbe63e68f45a29b264cfc34471d6d,d370a1ec878146c9b6869f423b54f2bb,d370a1ec878146c9b6869f423b54f2bb,3238fba1e0dc44d5871dd819660fd496,a0cfb0ca4a824aee8537e481f32cf05f,1.6,5,0.1,0.5,1,
EliteBoss_RedHoppingJelly,엘리트 레드뿅뿅젤리,model://d2c6ab1e-18a8-4cc7-b36d-c289cf207593,boss,302,,3103,20342150,0.1,1.3,0831ae1039524772826f30c32abf90fb,3,5,,ebebbe63e68f45a29b264cfc34471d6d,,20,common,0.26367,"(0.004, 0.428)",3,ebebbe63e68f45a29b264cfc34471d6d,d370a1ec878146c9b6869f423b54f2bb,d370a1ec878146c9b6869f423b54f2bb,3238fba1e0dc44d5871dd819660fd496,a0cfb0ca4a824aee8537e481f32cf05f,3.2,5,5,0,2,
Cube Slime,큐브슬라임,model://0629e84c-6042-41cd-93c5-491d228dc351,monster,,,2391,126631,0.1,1.3,2e6c24317d454c0a9ede4d2673f8802a,4,5,,,,,common,0.33016,"(-0.006, 0.174)",3,e93e27480f1043ef8e51fa3b0906a4d9,4a141fc777a14395b6af8444cef50d73,4a141fc777a14395b6af8444cef50d73,8d69bfe6ca074f12b51f7703b32d885f,5fddbc2a267f463cb513cdd4d0b6b88d,2.4,4,0.1,0.3,1,
Party Punk Cube Slime,한겨울의 큐브슬라임,model://61996add-ff91-4b99-8dc0-c4628963e0d2,monster,,,2501,128990,0.1,1.3,2e6c24317d454c0a9ede4d2673f8802a,5,5,,,,,common,0.33016,"(-0.006, 0.174)",3,0c9472fdf5d94bbeb138d9f44248a0ad,c3b415711ec34aaba57b63c4a9450fb6,c3b415711ec34aaba57b63c4a9450fb6,beaf4bf1b1c5419aa332f73d556d6dd0,872698bbb097465e923a005422d7a9ef,2.4,4,0.1,0.3,1,
