id,desc(개발용),type,effectModelId,shot,angle,damage,hpRatioDamage,spec,duration,afterSkill,randomRadiusMin,randomRadiusMax,randomAngle,multiShot,multiShotDelay,offsetX,offsetY,monsterRUID,skillDelay,sound,isNotBoss
351,Bullet7_chickbean,nontarget,model://b4617341-d62b-4262-97c2-29e45b1e7225,0,0,1,0,stop_5.76,5.76,0,0,0,0,0,0,-0.0014,1.5,273eefca5c254577aac9077afd9e834f,,cd2844e7461c4f819a7e7e14ed122978,0
352,Bullet8_ChickBean,nontargetDir,model://25f4a712-a2b6-4992-bbdb-1e64b16b9eb0,0/0.1/0/0.1/0/0.1/0/0.1/0/0.1/0/0.1,0/30/60/90/120/150/180/210/240/270/300/330,1,0,speed_2_2,0,0,0,0,0,3,0.5,0,0,273eefca5c254577aac9077afd9e834f,,,0
353,Bullet_WhiteFurBigMonkey,targetDir,model://21cafa91-0a7c-422f-8957-fa37cd1fb306,0,0,1,0,0,0,0,0,0,0,1,0,-0.0468,1.0242,632cc16154604168a8bf62b700c42d21,,,0
354,Bullet_Bomb,nontarget,model://b70320b5-bfc7-4966-a1f7-b5a1f70927d5,0,0,1,0,bomb_355_0.8,0,0,0,0,0,1,0,0,0,,,,0
355,Bullet_Bomb_Eff,nontarget,model://7b5aa1a0-dda8-40ca-8feb-89e0e3a65ca3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,70e15871b5bb408a88671242ecaea102,0
356,Bullet1_King Sage Cat,nontarget,model://d7853831-5f9b-4415-9e53-d4f7979d4a8e,0/0/0/0/0/0,0/60/120/180/240/300,1,0,0,2.88,0,0,0,0,3,0.4,1.1187,0.0672,9524f87bfe81448a96d2abc5a7a1728f,1.92,ff726851b86a4dc8b147955fca99a236,0
357,Bullet2_King Sage Cat,nontarget,model://51877c26-816f-4427-b3a2-6e064b53db6f,0/0/0/0,0/90/180/270,1,0,0,0.72,358,0,0,0,1,0,0,0,f9c1dd0d77e0477b900083a0d5fb539c,,0d552c38689140e7a36179bcef7f639e,0
358,Bullet3_King Sage Cat,nontarget,model://a0bc8a1b-620e-42d3-a62e-2ec442caeae3,0/0/0/0/0/0,0/30/60/150/180/210,1,0,0,0,0,0,0,0,1,0,0,0,,,18d1e3718933448ebded48396bf9085f,0
360,Bullet6_King Sage Cat,nontarget,model://2b857cea-d08e-424e-8278-d0adca5a0f0e,0/0/0/0/0/0/0,0/0/0/0/0/0/0,1,0,0,2.16,0,3,8,0,1,0,0,0,041314bf2387462fa59c2af42f903a83,2.16,c5933d4bab484846bce9235e6b4f7a79,0
361,Bullet7_King Sage Cat,nontarget,model://7db39780-2968-45de-88a4-9e4c3134cc0a,0/0/0/0/0/0/0/0/0/0,0/0/0/0/0/0/0/0/0/0,1,0,0,2.88,0,0,0,0,1,0,-1.5806,-0.1763,9524f87bfe81448a96d2abc5a7a1728f,1.8,4cbec75d7d184a989be3b23b079c21a7,0
370,Bullet_King Sage Cat,nontarget,model://e3e71f24-c990-4a00-88ea-8cdac3e8905b,0/0/0/0/0/0/0/0,0/0/0/0/0/0/0/0,1,0,0,2.88,0,5,10,0,1,0,0,0,,1.92,ff726851b86a4dc8b147955fca99a236,0
373,Bullet1_PurpleFrog,nontarget,model://b3816bbe-e130-45ff-9b76-3d3010b5e9c2,0/0/0/0/0/0,0/0/0/0/0/0,1,0,0,2.21,0,5,20,0,1,0,0,0,17798e1521e642c1b43d86a8ebae0f1a,1.3,6fd299db51f64cd285b1cd50c8f7b462,0
374,Bullet2_PurpleFrog,nontarget,model://e3e71f24-c990-4a00-88ea-8cdac3e8905b,0/0/0/0/0/0,0/0/0/0/0/0,1,0,0,2.16,0,2,8,0,1,0,0,0,f430c87ee993447190d98123d55ad05e,1.32,f939d19915ac419a97e283709e419553,0
375,Bullet6_King Sage Cat,target,model://2b857cea-d08e-424e-8278-d0adca5a0f0e,0/0.8/1.6/2/2.4/2.8,0/0/0/0/0/0,1,0,0,2.88,0,3,8,0,1,0,0,0,9524f87bfe81448a96d2abc5a7a1728f,1.92,,0
378,Bullet_Mama Monkey,targetDir,model://240e1ee0-48d7-4c45-94d7-a2d3c29a08a1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,0
380,Bullet_EliteDoraji,nontarget,model://26e24768-485e-4959-958e-a01d0dd1b9ee,0/0/0/0/0/0/0/0,0/45/90/135/180/225/270/315,1,0,0,0,0,0,0,0,1,0,-0.173296,0.1379123,,,,0
381,Bullet_GreenFrog,targetDir,model://c4a17ec4-a292-48d8-8cf5-7ade3c2baa1d,0,0,1,0,0,1,0,0,0,0,1,0,0.0433,0.0445,,,08a2fca28ab94217ae34de9dc56b8d53,0
382,Bullet_EliteBoss_WhiteFurMommyMonkey,targetDir,model://1e259f4a-5971-4ff9-a89b-22766a6dc15c,0/0/0/0/0/0/0,0/50/100/150/200/250/300,1,0,speed_2.5_1,2.16,0,0,0,0,1,0,0.2902,0.7853,952c1308f06544c88320e1954432a631,1.2,0167e5e565344c2889a7aa7beb018cad,0
383,Bullet_EliteBoss_WhiteFurBigMonkey,nontargetDir,model://ba1aacb0-5d6b-4069-92ff-ff7901ebc370,0,0,1,0,speed_3_1,1.17,0,0,0,0,10,0.05,0.2743,1.5315,632cc16154604168a8bf62b700c42d21,0.8,,0
384,Bullet_EliteBoss_WhiteFurBigMonkey_2,nontargetDir,model://08b55c73-1956-4e7f-bae7-a822d75cbf93,0/0/0,0/0/0,1,0,speed_3_1,1.26,0,0,0,0,5,0.1,-0.5212,1.5308,238286d8aabe4de0a6eccb2e37cb9f4f,0.63,,0
385,Bullet_EliteBoss_Ogong,target,model://a285255d-1884-4ac0-8aab-f571075d79d0,0.05/0.1/0.15/0.2/0.25/0.3/0.35/0.4/0.45/0.5/0.55/0.6/0.65/0.7,0/0/0/0/0/0/0/0/0/0/0/0/0/0,1,0,speed_0_1.6,1.68,0,0,0,0,1,0,0,0,a6c2f7fcaf89456887b2cbd7ce30380a,0.7,261b206795ab4bc6bea9b7c81e56fc9a,0
386,Bullet_EliteBoss_Reindeer,nontarget,model://775b608e-95c4-45d9-8a4e-a27b31680015,0,0,1,0,0,2.1,0,0,0,0,5,0.4,-0.3998,-0.0171,fdec9fdfe1ea48deb53dbe84f9920781,0.9,7a55e979646e4cf390ccf65ba55fd89d,0
387,Bullet_EliteBoss_Red Flower Serpent,nontarget,model://0c1a5499-0f10-4a79-9676-5fd3ca5ff7d9,0/0/0/0/0/0/0/0/0/0/0/0,0/30/60/90/120/150/180/210/240/270/300/330,1,0,speed_0_1.95,2,0,0,0,0,3,0.3,0.2,1.6,,,,0
388,Bullet_EliteBoss_Sage Cat,nontarget,model://35ee57f6-a830-4b42-a2aa-d5914dff74a8,0.5/0.5/0.5/0.5/0.5/0.5/0.5/0.5/0.5/0.5/0.5/0.5,0/30/60/90/120/150/180/210/240/270/300/330,1,0,speed_0_1.6,1.65,0,0,0,0,1,0,0,0,,,,0
400,Bullet1_Guardian Angel Slime(Train),nontarget,model://9ca063f6-531c-45ba-b0ec-7df58ca95430,0,0,1,0,0,1.32,0,0,0,0,10,0.015,0,0,c99aa58b006b4635bbca01c83c95a84d,1.32,f104f9a97fb943fc9977570596508380,0
401,Bullet2_Guardian Angel Slime,nontarget,model://fbcc2d66-7a6d-45b6-8130-d62eed6d2e4b,0/0.3/0.5/0.6/0.7/0.8/0.9/1/1.2,0/0/0/0/0/0/0/0/0,1,0,0,1.2,0,3,3,0,1,0,0.0253,-0.0079,dd82022dded64c5eb80fab1f357a508c,1.2,b5868431bf994530b5d78db1d0055f07,0
402,Bullet3_Guardian Angel Slime,nontarget,model://b867ea3f-823e-4c98-b497-e45d6c45a41e,0,0,1,0,0,1.5,0,0,0,0,1,0,-0.7047,2.8529,c51aecb08b944d9cbeb3c29f0e73f9f9,1.5,0630596bb6cb448882ad169b8a77fc14,0
403,Bullet4_Guardian Angel Slime,targetDir,model://24d020f4-4899-443c-b5c0-4d4ef69f0d77,0,0,1,0,stop_2,1.8,0,0,0,0,1,0,0,0,3fe2b406abaa4d3a8e5ef3f5a4633266,1.8,68285744543841c588aac2fb131fffd7,0
404,Bullet5_Guardian Angel Slime,nontarget,model://b676e79b-a01e-41d4-bdf1-2f08e6c99e82,0/0/0/0/0/0,0/60/120/180/240/300,1,0,0,1.8,405/406/407/408,0,0,0,1,0,-0.0542,1.4785,3fe2b406abaa4d3a8e5ef3f5a4633266,1.8,1450e24c71c0432eb6c2dafbe3bfe0d1,0
405,Bullet6_Guardian Angel Slime,nontarget,model://0aa7723a-9e16-4a5c-9f23-7cea41764b4a,0/0/0/0,0/30/60/90,1,0,0,0,0,0,0,0,1,0,0,0,,,340b4f13ebaf4b20a5dd3a3f7b8dec1e,0
406,Bullet7_Guardian Angel Slime,nontarget,model://0aa7723a-9e16-4a5c-9f23-7cea41764b4a,0/0/0/0,90/120/150/180,1,0,0,0,0,0,0,0,1,0,0,0,,,340b4f13ebaf4b20a5dd3a3f7b8dec1e,0
407,Bullet8_Guardian Angel Slime,nontarget,model://0aa7723a-9e16-4a5c-9f23-7cea41764b4a,0/0/0/0,180/210/240/270,1,0,0,0,0,0,0,0,1,0,0,0,,,340b4f13ebaf4b20a5dd3a3f7b8dec1e,0
408,Bullet9_Guardian Angel Slime,nontarget,model://0aa7723a-9e16-4a5c-9f23-7cea41764b4a,0/0/0/0,270/300/330/360,1,0,0,0,0,0,0,0,1,0,0,0,,,340b4f13ebaf4b20a5dd3a3f7b8dec1e,0
409,Bullet10_Guardian Angel Slime,target,model://79183f9a-7d7d-4ec9-adf3-7fff883fa52e,0/0.3/0.6/0.9,0/0/0/0,1,0,0,1.8,0,3,3,0,1,0,0,0,3fe2b406abaa4d3a8e5ef3f5a4633266,1.8,33af03dbd73543c5bc6b7077f6a32516,0
410,Bullet11_Guardian Angel Slime(Train),nontarget,model://42b7d3b6-0483-4048-80e8-2be2fb14f15f,0,0,1,0,0,1.32,0,0,0,0,20,0.2,0,0,c99aa58b006b4635bbca01c83c95a84d,1.32,f104f9a97fb943fc9977570596508380,0
