chapter,wave,group,monster,spawnMin,spawnMax,formation,option,delay,interval,spawnCount,spawnRadius,monsterWave,life
40005,5,1,SafetyRobotW,6,6,group,5,5,3,10,15,　,2
40005,5,1,WAVE,3,5,group,24,5,5,6,15,model://e2fe884e-6f4f-443d-a58a-3f9a04e0e998,2
40005,6,1,Boss_Thanatos,1,1,random,　,5,1,1,15,　,1
40006,1,1,SafetyRobotW,7,14,group,3,5,5,5,15,　,1
40006,1,1,SentryRobotd278,5,10,group,3,7,5,5,15,　,1
40006,1,2,SafetyRobotW,7,14,group,3,5,5,5,15,　,1
40006,1,2,SentryRobotd278,5,10,group,3,7,5,5,15,　,1
40006,2,1,SafetyRobotW,7,14,group,5,5,5,5,15,　,2
40006,2,1,Deep Buffoon,6,10,group,5,5,5,5,15,　,2
40006,2,1,SafetyRobotW,7,14,group,3,5,5,5,15,　,2
40006,2,1,WAVE,2,4,group,24,5,5,4,15,model://e2fe884e-6f4f-443d-a58a-3f9a04e0e998,2
40006,3,1,SafetyRobotW,7,14,random,　,5,8,3,15,　,2
40006,3,1,SentryRobotd278,7,14,group,4,5,5,4,15,　,2
40006,3,1,EmergencyRobotL,10,20,circle,18,10,9,3,15,　,2
40006,3,1,WAVE,2,4,group,24,5,5,5,15,model://e2fe884e-6f4f-443d-a58a-3f9a04e0e998,2
40006,4,1,Deep Buffoon,8,14,random,　,5,5,7,15,　,2
40006,4,1,EmergencyRobotL,20,40,random,　,6,5,7,15,　,2
40006,4,2,EmergencyRobotL,30,50,circle,18,5,7,4,15,　,2
40006,4,2,SafetyRobotW,10,20,circle,18,10,7,4,15,　,2
40006,5,1,EmergencyRobotL,5,5,random,　,5,3,8,15,　,3
40006,5,1,Deep Buffoon,5,5,random,　,8,4,7,15,　,3
40006,5,1,EmergencyRobotL,20,30,group,4,5,6,5,15,　,3
40006,6,1,EliteBoss_EmergencyRobotL,1,1,random,　,10,1,1,15,　,1
40006,6,1,WAVE,3,5,group,24,5,6,5,15,model://e2fe884e-6f4f-443d-a58a-3f9a04e0e998,2
40007,1,1,EmergencyRobotL,10,14,group,3,5,7,4,15,　,1
40007,1,1,EmergencyRobotL,2,5,group,1,10,5,4,15,　,1
40007,1,1,ChickenRobot,3,3,random,　,5,6,3,15,　,1
40007,1,1,EmergencyRobotL,7,11,group,4,7,5,4,15,　,1
40007,1,1,WAVE,1,3,group,24,5,5,4,15,model://00db5e37-219e-4501-a29a-386cf0fbcdf6,1
40007,2,1,EmergencyRobotL,3,6,group,5,5,8,5,15,　,1
40007,2,1,EmergencyRobotL,3,3,random,　,7,3,10,15,　,1
40007,2,1,CartBear,3,6,group,5,5,4,10,15,　,1
40007,2,1,PurpleHippo,2,2,random,　,7,3,10,15,　,1
40007,3,1,EmergencyRobotL,15,20,circle,18,5,10,3,15,　,3
40007,3,1,EmergencyRobotL,6,12,group,4,5,5,6,15,　,3
40007,3,1,PurpleHippo,2,3,group,1,10,1,20,15,　,3
40007,4,1,PurpleHippo,3,6,group,5,5,10,3,15,　,3
40007,4,1,ChickenRobot,1,1,random,　,5,2,15,15,　,3
40007,4,1,CartBear,1,3,random,　,5,1,35,15,　,3
40007,4,1,WAVE,2,4,group,24,5,5,6,15,model://00db5e37-219e-4501-a29a-386cf0fbcdf6,2
40007,5,1,PurpleHippo,1,3,random,　,5,1,40,15,　,3
40007,5,1,CartBear,2,2,random,　,6,1,40,15,　,3
40007,5,1,PurpleHippo,4,8,group,3,5,10,4,15,　,3
40007,5,1,ChickenRobot,1,1,random,　,5,2,20,15,　,3
40007,5,1,WAVE,3,5,group,24,5,5,5,15,model://00db5e37-219e-4501-a29a-386cf0fbcdf6,2
40007,6,1,EliteBoss_Raccoon,1,1,random,　,10,1,1,15,　,1
40008,1,1,CartBear,10,20,circle,18,5,10,3,15,　,1
40008,1,1,CartBear,4,8,group,4,5,8,4,15,　,1
40008,1,2,ChickenRobot,5,5,circle,18,5,15,2,15,　,1
40008,1,2,CartBear,21,22,group,4,5,8,4,15,　,1
40008,2,1,CartBear,9,14,group,4,5,5,6,15,　,2
40008,2,1,ChickenRobot,5,10,group,4,5,10,3,15,　,2
40008,2,1,PurpleHippo,5,10,group,4,5,5,6,15,　,2
40008,2,1,WAVE,2,4,group,24,5,5,5,15,model://00db5e37-219e-4501-a29a-386cf0fbcdf6,2
40008,3,1,ShiningGold,20,25,circle,14,5,8,3,15,　,2
40008,3,1,CartBear,7,14,group,5,5,5,5,15,　,2
40008,3,2,CartBear,9,18,group,5,5,5,5,15,　,2
40008,3,2,CartBear,20,25,circle,14,5,8,3,15,　,2
40008,4,1,WAVE,2,4,group,24,5,5,5,15,model://00db5e37-219e-4501-a29a-386cf0fbcdf6,2
40008,4,1,CartBear,15,25,circle,15,5,10,3,15,　,2
40008,4,1,ChickenRobot,7,12,circle,26,6,8,3,15,　,2
40008,5,1,CartBear,20,30,group,3,5,5,6,15,　,2
40008,5,1,ChickenRobot,8,14,group,3,5,10,3,15,　,2
40008,5,1,PurpleHippo,2,2,random,　,5,1,35,15,　,2
40008,5,1,ShiningGold,3,5,group,3,5,3,12,15,　,2
40008,6,1,EliteBoss_ShiningGold,1,1,random,　,10,1,1,15,　,1
40008,6,1,WAVE,2,4,group,24,5,7,5,15,model://00db5e37-219e-4501-a29a-386cf0fbcdf6,2
40009,1,1,Generoid Type B,1,1,random,　,5,1,30,15,　,1
40009,1,1,ShiningGold,1,3,group,3,6,1,30,15,　,1
40009,1,1,ShiningGold,1,1,random,　,7,0.5,60,15,　,1
40009,2,1,ChickenRobotS,5,7,group,3,5,3,10,15,　,2
40009,2,1,ShiningGold,5,7,group,3,5,3,10,15,　,2
40009,2,1,WAVE,2,4,group,24,5,5,5,15,model://6bead57b-1423-4668-95e1-659bf7d946ff,2
40009,3,1,Generoid Type B,1,1,random,　,5,0.5,60,15,　,2
40009,3,1,ChickenRobotS,10,10,circle,24,10,12,3,15,　,2
40009,3,2,ChickenRobotS,1,1,random,　,5,0.8,40,15,　,2
40009,3,2,Generoid Type B,2,3,group,1,10,1,40,15,　,2
40009,4,1,Metal Generoid Type A,5,12,group,5,5,7,5,15,　,2
40009,4,1,ChickenRobotS,7,10,group,3,5,6,6,15,　,2
40009,4,1,WAVE,2,4,group,24,5,6,5,15,model://6bead57b-1423-4668-95e1-659bf7d946ff,2
40009,5,1,ChickenRobotS,4,8,group,4,5,5,7,15,　,3
40009,5,1,Metal Generoid Type A,3,4,random,　,5,1,36,15,　,3
40009,5,1,Generoid Type B,5,15,group,4,5,7,5,15,　,3
40009,5,1,WAVE,3,5,group,24,5,5,6,15,model://6bead57b-1423-4668-95e1-659bf7d946ff,2
40009,6,1,EliteBoss_Metal Generoid Type A,1,1,random,　,10,1,1,15,　,1
40010,1,1,Metal Generoid Type A,10,15,circle,24,5,10,3,15,　,1
40010,1,1,ChickenRobotS,3,6,circle,60,7,10,3,15,　,1
40010,1,2,Metal Generoid Type A,10,15,circle,24,5,10,3,15,　,1
40010,1,2,ChickenRobotS,5,10,circle,36,7,10,3,15,　,1
40010,2,1,Metal Generoid Type A,15,20,circle,18,5,15,3,15,　,2
40010,2,1,Metal Generoid Type A,5,10,group,3,5,5,9,15,　,2
40010,2,1,Metal Generoid Type A,5,10,group,3,5,8,6,15,　,2
40010,2,1,WAVE,2,4,group,24,5,5,6,15,model://6bead57b-1423-4668-95e1-659bf7d946ff,2
40010,3,1,Generoid Type B,1,2,random,　,6,2,20,15,　,2
40010,3,1,ChickenRobotS,1,3,group,3,5,4,10,15,　,2
40010,3,1,Generoid Type B,1,1,random,　,15,1,1,15,　,1
40010,3,1,WAVE,2,4,group,24,5,5,6,15,model://6bead57b-1423-4668-95e1-659bf7d946ff,2
40010,4,1,Generoid Type B,2,3,group,3,10,1,32,15,　,2
40010,4,1,Generoid,10,20,group,4,5,8,4,15,　,2
40010,4,2,Generoid,30,50,circle,18,10,15,2,15,　,2
40010,4,2,Generoid Type B,2,2,group,4,5,1,30,15,　,2
40010,4,2,ChickenRobotS,3,7,group,4,5,8,4,15,　,1
40010,5,1,ChickenRobotS,2,5,group,3,5,8,8,15,　,1
40010,5,1,Generoid,6,12,group,3,6,2,24,15,　,1
40010,5,1,Generoid Type B,4,8,group,3,5,2,24,15,　,2
40010,5,1,Generoid,3,7,group,3,7,2,24,15,　,2
40010,5,1,WAVE,2,4,group,24,5,7,7,15,model://6bead57b-1423-4668-95e1-659bf7d946ff,2
40010,6,1,Boss_Chickbean,1,1,random,　,10,1,1,15,　,1
50001,1,1,Junior Boogie,6,12,group,3,5,2,11,15,　,1
50001,1,1,Junior Boogie,2,5,group,3,5,2,12,15,　,1
50001,2,1,Colabear,4,8,group,4,5,6,4,15,　,1
50001,2,1,Junior Boogie,20,30,circle,15,7,5,4,15,　,1
50001,2,1,WAVE,1,3,group,24,5,5,4,15,model://1257fcd0-df61-441a-9695-1932ada8d014,1
50001,3,1,Yellow HoppingJelly,20,30,random,　,5,5,4,15,　,1
50001,3,1,Junior Boogie,15,20,group,3,5,5,5,15,　,1
50001,3,1,WAVE,2,3,group,24,5,5,4,15,model://1257fcd0-df61-441a-9695-1932ada8d014,1
50001,4,1,Junior Boogie,20,25,circle,18,7,4,6,15,　,2
50001,4,1,Yellow HoppingJelly,13,30,group,24,5,5,4,15,　,2
50001,5,1,Colabear,8,8,group,3,5,5,5,15,　,2
50001,5,1,Yellow HoppingJelly,20,24,circle,23,7,7,4,15,　,2
50001,6,1,WAVE,2,4,group,24,5,7,5,15,model://1257fcd0-df61-441a-9695-1932ada8d014,2
50001,6,1,EliteBoss_Junior Boogie,1,1,random,　,10,1,1,15,　,1
50002,1,1,Colabear,8,8,group,3,5,5,5,15,　,1
50002,1,1,Junior Boogie,1,1,random,　,5,5,5,15,　,1
50002,1,1,WAVE,1,3,group,24,5,5,4,15,model://1257fcd0-df61-441a-9695-1932ada8d014,1
50002,2,1,Colabear,4,8,group,3,5,4,5,15,　,2
50002,2,1,Junior Boogie,15,20,circle,20,3,5,4,15,　,1
50002,2,1,Yellow HoppingJelly,15,20,circle,20,7,5,4,15,　,1
50002,3,1,Yellow HoppingJelly,15,30,random,　,5,5,4,15,　,2
50002,3,1,Junior Boogie,2,2,random,　,7,1,20,15,　,1
50002,3,1,Colabear,10,10,random,　,7,5,4,15,　,1
50002,3,1,WAVE,2,4,group,24,5,5,4,15,model://1257fcd0-df61-441a-9695-1932ada8d014,2
50002,4,1,Yellow HoppingJelly,25,40,group,3,5,5,6,15,　,2
50002,4,1,Junior Boogie,15,30,circle,12,7,10,3,15,　,2
50002,5,1,Yellow HoppingJelly,5,7,group,3,5,3,7,15,　,2
50002,5,1,Blue HoppingJelly,10,16,random,　,5,5,4,15,　,2
50002,5,1,Blue HoppingJelly,15,20,circle,18,10,10,2,15,　,2
50002,6,1,EliteBoss_RedHoppingJelly,1,1,random,　,10,1,1,15,　,1
50002,6,1,WAVE,2,4,group,24,5,5,5,15,model://1257fcd0-df61-441a-9695-1932ada8d014,2
50003,1,1,Blue HoppingJelly,3,5,group,3,5,2,15,15,　,1
50003,1,1,Junior Boogie,2,4,group,3,5,2,12,15,　,1
50003,1,1,WAVE,1,3,group,24,5,5,3,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,1
50003,2,1,Blue HoppingJelly,15,25,random,　,5,8,3,15,　,2
50003,2,1,Junior Boogie,1,1,random,　,5,1,30,15,　,1
50003,2,1,Red HoppingJelly,10,10,random,　,5,10,3,15,　,1
50003,2,1,WAVE,2,4,group,24,5,7,4,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,2
50003,3,1,GreenBubbleTea,6,12,group,3,5,4,6,15,　,2
50003,3,1,Red HoppingJelly,6,12,group,3,5,5,5,15,　,2
50003,4,1,Red HoppingJelly,6,12,random,　,5,4,5,15,　,2
50003,4,1,GreenBubbleTea,5,10,random,　,6,4,5,15,　,2
50003,5,1,Red HoppingJelly,7,10,group,3,4,2,14,15,　,2
50003,5,1,Junior Boogie,7,10,group,3,4,2,14,15,　,1
50003,5,1,GreenBubbleTea,10,14,group,3,6,4,7,15,　,3
50003,5,1,WAVE,2,4,group,24,5,5,5,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,2
50003,6,1,EliteBoss_YellowBubbleTea,1,1,random,　,10,1,1,15,　,1
50004,1,1,Red HoppingJelly,1,2,random,　,5,1,20,15,　,1
50004,1,1,Blue HoppingJelly,2,3,random,　,5,1,20,15,　,1
50004,1,1,Yellow HoppingJelly,3,4,group,5,5,10,5,15,　,1
50004,1,1,GreenBubbleTea,3,5,group,3,5,8,5,15,　,1
50004,2,1,YellowBubbleTea,1,1,random,　,5,1,50,15,　,2
50004,2,1,Cube Slime,12,24,group,4,5,5,8,15,　,2
50004,2,1,Blue HoppingJelly,10,20,circle,12,5,15,3,15,　,1
50004,2,1,WAVE,2,4,group,24,5,8,5,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,2
50004,3,1,YellowBubbleTea,1,1,random,　,5,2.5,8,15,　,1
50004,3,1,GreenBubbleTea,8,8,circle,18,5,5,4,15,　,1
50004,3,1,Cube Slime,5,5,circle,72,6,1,20,15,　,2
50004,3,1,WAVE,2,4,group,24,5,5,4,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,2
50004,4,1,Red HoppingJelly,8,17,group,5,5,8,4,15,　,1
50004,4,1,Red HoppingJelly,8,17,group,5,5,8,4,15,　,1
50004,4,1,GreenBubbleTea,4,8,group,3,5,8,4,15,　,2
50004,4,1,WAVE,3,5,group,24,5,5,6,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,2
50004,5,1,Cube Slime,2,2,random,　,4,1,45,15,　,3
50004,5,1,Cube Slime,2,2,random,　,5,1,43,15,　,3
50004,5,1,GreenBubbleTea,4,8,group,3,5,5,7,15,　,3
50004,6,1,EliteBoss_Colabear,1,1,random,　,10,1,1,15,　,1
50005,1,1,Cube Slime,5,5,random,　,5,5,3,15,　,1
50005,1,1,YellowBubbleTea,1,1,random,　,5,2,8,15,　,1
50005,1,1,Party Punk Cube Slime,5,8,circle,10,5,5,3,15,　,1
50005,1,1,WAVE,3,3,group,24,5,6,5,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,1
50005,2,1,YellowBubbleTea,3,3,random,　,5,1,16,15,　,1
50005,2,1,Cube Slime,16,16,circle,22,5,5,3,15,　,1
50005,2,1,RedBubbleTea,1,1,random,　,1,1,38,15,　,1
50005,3,1,Party Punk Cube Slime,20,30,group,3,6,8,4,15,　,1
50005,3,1,RedBubbleTea,6,10,circle,18,6,10,3,15,　,2
50005,3,1,WAVE,3,5,group,24,5,6,5,15,model://aea06b69-a1d1-4293-b7ff-cc56950343c9,2
50005,3,1,WAVE,3,5,group,24,5,6,5,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,2
50005,4,1,YellowBubbleTea,2,3,group,1,1,30,3,15,　,1
50005,4,1,Cube Slime,2,3,group,1,1,30,3,15,　,1
50005,4,1,Party Punk Cube Slime,18,36,group,3,5,7,5,15,　,2
50005,4,1,WAVE,3,5,group,24,5,6,5,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,2
50005,5,1,YellowBubbleTea,3,5,group,3,7,2,15,15,　,1
50005,5,1,Party Punk Cube Slime,20,20,circle,18,7,10,3,15,　,2
50005,5,1,RedBubbleTea,8,14,group,3,5,5,4,15,　,3
50005,5,1,Party Punk Cube Slime,30,40,group,5,5,6,5,15,　,3
50005,5,1,WAVE,3,5,group,24,5,5,6,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,2
50005,6,1,Boss_ChocoNue,1,1,random,　,5,1,1,15,　,1
50006,1,1,Party Punk Cube Slime,10,15,group,3,5,5,5,15,　,1
50006,1,1,YellowBubbleTea,2,3,group,3,7,5,5,15,　,1
50006,1,1,RedBubbleTea,1,1,random,　,7,1,37,15,　,1
50006,1,2,Party Punk Cube Slime,10,20,group,3,5,5,5,15,　,1
50006,1,2,YellowBubbleTea,2,3,group,3,7,5,5,15,　,1
50006,1,2,Party Punk Cube Slime,5,5,group,3,7,5,5,15,　,1
50006,2,1,RedBubbleTea,1,1,random,　,5,1,38,15,　,2
50006,2,1,YellowBubbleTea,7,14,group,5,5,5,5,15,　,1
50006,2,1,Party Punk Cube Slime,7,14,group,5,5,5,5,15,　,1
50006,2,1,Soda Flavor Jelly Juice,7,14,group,3,5,5,5,15,　,2
50006,2,1,WAVE,2,4,group,24,5,5,4,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,2
50006,3,1,Party Punk Cube Slime,7,14,random,　,5,4,6,15,　,2
50006,3,1,Soda Flavor Jelly Juice,7,14,group,4,5,5,4,15,　,2
50006,3,1,RedBubbleTea,10,16,circle,18,10,9,3,15,　,2
50006,3,1,WAVE,2,4,group,24,5,5,5,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,2
50006,4,1,Soda Flavor Jelly Juice,8,16,random,　,5,3,14,15,　,2
50006,4,1,Grape Flavor Jelly Juice,6,12,random,　,6,5,7,15,　,2
50006,4,2,Grape Flavor Jelly Juice,10,20,circle,18,5,4,8,15,　,2
50006,4,2,Grape Flavor Jelly Juice,10,20,circle,18,10,7,4,15,　,2
50006,5,1,RedBubbleTea,5,5,random,　,5,3,8,15,　,3
50006,5,1,YellowBubbleTea,5,5,random,　,8,2,14,15,　,1
50006,5,1,Grape Flavor Jelly Juice,5,5,random,　,8,2,14,15,　,2
50006,5,1,Soda Flavor Jelly Juice,10,20,group,4,5,3,10,15,　,3
50006,6,1,EliteBoss_Grape Flavor Jelly Juice,1,1,random,　,10,1,1,15,　,1
50006,6,1,WAVE,3,5,group,24,5,6,5,15,model://617b07e2-ba3f-4c4b-92f8-7a9adc6475d1,2
50007,1,1,RedBubbleTea,4,8,group,3,5,7,4,15,　,1
50007,1,1,Star Pixie,2,5,group,1,10,5,4,15,　,1
50007,1,1,Soda Flavor Jelly Juice,5,10,random,　,5,3,8,15,　,1
50007,1,1,Party Punk Cube Slime,4,8,group,4,7,5,4,15,　,1
50007,1,1,WAVE,1,3,group,24,5,5,4,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,1
50007,2,1,Soda Flavor Jelly Juice,3,6,group,5,5,8,5,15,　,3
50007,2,1,Star Pixie,3,3,random,　,7,3,10,15,　,3
50007,2,1,Grape Flavor Jelly Juice,3,6,group,5,5,8,5,15,　,3
50007,2,1,Chestnut mouse,2,2,random,　,7,3,10,15,　,3
50007,2,1,WAVE,1,3,group,24,5,5,4,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,2
50007,3,1,Grape Flavor Jelly Juice,15,20,circle,18,5,10,3,15,　,2
50007,3,1,Chestnut mouse,4,8,group,4,5,5,6,15,　,2
50007,3,1,Canterbear,10,15,circle,24,10,10,2,15,　,2
50007,4,1,Grape Flavor Jelly Juice,3,6,group,5,5,10,3,15,　,2
50007,4,1,Star Pixie,1,1,random,　,5,1,30,15,　,1
50007,4,1,Canterbear,1,1,random,　,5,1,30,15,　,1
50007,4,1,Chestnut mouse,5,10,group,3,5,5,7,15,　,2
50007,4,1,WAVE,2,4,group,24,5,5,6,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,2
50007,5,1,Grape Flavor Jelly Juice,1,3,random,　,5,1,30,15,　,3
50007,5,1,Soda Flavor Jelly Juice,1,3,random,　,6,1,30,15,　,3
50007,5,1,SmileCookie,4,8,group,3,5,8,4,15,　,3
50007,5,1,Star Pixie,1,1,random,　,5,1,30,15,　,3
50007,5,1,WAVE,3,5,group,24,5,5,5,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,2
50007,6,1,EliteBoss_PinkBean,1,1,random,　,10,1,1,15,　,1
50008,1,1,Canterbear,10,20,circle,18,5,10,3,15,　,1
50008,1,1,SmileCookie,4,8,group,4,5,8,4,15,　,1
50008,1,2,Canterbear,10,20,circle,18,5,15,2,15,　,1
50008,1,2,Chestnut mouse,5,10,group,4,5,8,4,15,　,1
50008,2,1,Star Pixie,5,10,group,4,5,5,6,15,　,1
50008,2,1,PinkBean,5,10,group,4,5,5,6,15,　,1
50008,2,1,Chestnut mouse,5,10,group,4,5,5,6,15,　,1
50008,2,1,WAVE,2,4,group,24,5,5,5,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,1
50008,3,1,Star Pixie,3,3,group,3,5,1,22,15,　,3
50008,3,1,SmileCookie,7,14,group,5,5,5,5,15,　,3
50008,3,2,PinkBean,9,18,group,5,5,5,5,15,　,3
50008,3,2,SmileCookie,20,25,circle,14,5,8,3,15,　,3
50008,4,1,WAVE,2,4,group,24,5,5,5,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,2
50008,4,1,BirthdayCake,15,25,circle,15,5,10,3,15,　,3
50008,4,1,PinkBean,7,14,circle,26,6,8,3,15,　,3
50008,5,1,BirthdayCake,20,30,group,3,5,5,6,15,　,2
50008,5,1,Chestnut mouse,4,8,group,3,5,5,6,15,　,2
50008,5,1,Chestnut mouse,1,1,random,　,5,1,35,15,　,2
50008,5,1,Star Pixie,3,5,group,3,5,5,5,15,　,2
50008,6,1,EliteBoss_Rice mouse,1,1,random,　,10,1,1,15,　,1
50008,6,1,WAVE,2,4,group,24,5,7,5,15,model://c92464b6-31aa-4230-b058-b4002c04ea21,2
50009,1,1,Pink Teddy,1,1,random,　,5,1,30,15,　,1
50009,1,1,Silk mouse,1,3,group,3,6,1,30,15,　,1
50009,1,1,Enraged Espresso Machine,1,1,random,　,7,0.5,60,15,　,1
50009,2,1,Silk mouse,5,7,group,3,5,3,10,15,　,2
50009,2,1,ChristmasCake,5,7,group,3,5,3,10,15,　,2
50009,2,1,WAVE,2,4,group,24,5,5,5,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50009,3,1,Pink Teddy,1,1,random,　,5,0.5,60,15,　,2
50009,3,1,Pear mouse,15,20,circle,24,10,12,3,15,　,2
50009,3,1,Enraged Espresso Machine,3,8,group,24,5,6,5,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50009,3,2,Rice mouse,1,1,random,　,5,0.8,40,15,　,2
50009,3,2,Enraged Espresso Machine,8,10,circle,24,10,10,4,15,　,2
50009,3,2,WAVE,2,4,group,24,5,6,5,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50009,4,1,Pear mouse,5,12,group,5,5,7,5,15,　,2
50009,4,1,Rice mouse,14,20,group,3,5,6,6,15,　,2
50009,4,1,WAVE,2,4,group,24,5,6,5,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50009,5,1,Pink Teddy,4,8,group,4,5,5,7,15,　,3
50009,5,1,Yabber Doo,10,18,group,4,5,5,7,15,　,3
50009,5,1,Enraged Espresso Machine,5,15,group,4,5,7,5,15,　,3
50009,5,1,WAVE,3,5,group,24,5,5,6,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50009,6,1,EliteBoss_Chocolate Syrup,1,1,random,　,10,1,1,15,　,1
50010,1,1,Enraged Espresso Machine,6,10,circle,24,5,10,3,15,　,1
50010,1,1,Yabber Doo,3,6,circle,60,7,10,3,15,　,1
50010,1,2,Chocolate Syrup,10,15,circle,24,5,10,3,15,　,1
50010,1,2,Enraged Espresso Machine,5,10,circle,36,7,10,3,15,　,1
50010,2,1,Chocolate Syrup,40,40,circle,18,5,15,2,15,　,2
50010,2,1,Enraged Espresso Machine,3,6,group,3,5,5,7,15,　,2
50010,2,1,Pink Teddy,3,6,group,3,5,8,4,15,　,1
50010,2,1,Chocolate Syrup,3,6,group,3,5,8,4,15,　,1
50010,2,1,WAVE,2,4,group,24,5,5,6,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50010,3,1,Chocolate Syrup,1,2,random,　,6,2,15,15,　,3
50010,3,1,Chocolate Syrup,5,9,group,3,5,3,10,15,　,3
50010,3,1,Enraged Espresso Machine,1,1,random,　,15,1,1,15,　,3
50010,3,1,WAVE,1,4,group,24,5,5,6,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50010,4,1,Pink Teddy,18,35,circle,18,10,15,2,15,　,2
50010,4,1,Chocolate Syrup,3,10,group,4,5,8,4,15,　,2
50010,4,2,Pink Teddy,18,35,circle,18,10,15,2,15,　,2
50010,4,2,Chocolate Syrup,3,10,group,4,5,8,4,15,　,2
50010,4,2,Pink Teddy,3,10,group,4,5,8,4,15,　,2
50010,5,1,Chocolate Syrup,2,5,group,3,5,8,8,15,　,2
50010,5,1,Pink Teddy,2,5,group,3,6,3,24,15,　,2
50010,5,1,Chocolate Syrup,4,8,group,3,5,3,24,15,　,2
50010,5,1,Enraged Espresso Machine,2,5,group,3,7,8,8,15,　,2
50010,5,1,WAVE,1,4,group,24,5,7,7,15,model://95d5407d-c57c-48dd-8c8b-d9d0f2ee7aa8,2
50010,6,1,Boss_Lucid,1,1,random,　,10,1,1,15,　,1
60001,1,1,OrangeMushroom,1,2,random,　,5,1,20,15,　,1
60001,1,1,Winterfennec,2,3,random,　,5,1,20,15,　,1
60001,1,1,WinterSlime,3,4,group,5,5,10,5,15,　,1
60001,1,1,WinterSlime,3,5,group,3,5,8,5,15,　,1
60001,2,1,OrangeMushroom,4,8,group,4,5,6,4,15,　,1
60001,2,1,WinterSlime,10,20,circle,15,7,5,4,15,　,1
60001,2,1,WAVE,1,3,group,24,5,5,4,15,model://2e82ae7f-7c54-4bb1-8e2c-eacc61545c82,1
60001,3,1,WinterSlime,6,7,random,　,5,1,20,15,　,2
60001,3,1,Winterfennec,3,7,group,3,5,5,5,15,　,2
60001,3,1,WAVE,2,3,group,24,5,5,4,15,model://2e82ae7f-7c54-4bb1-8e2c-eacc61545c82,2
60001,4,1,WinterSlime,11,11,circle,33,7,1,24,15,　,2
60001,4,1,WAVE,2,4,group,24,5,5,4,15,model://2e82ae7f-7c54-4bb1-8e2c-eacc61545c82,2
60001,5,1,WinterSlime,7,7,group,4,5,1,25,15,　,2
60001,5,1,OrangeMushroom,4,4,group,3,7,1,27,15,　,2
60001,6,1,EliteBoss_WinterSlime,1,1,random,　,10,1,1,15,　,1
60002,1,1,WinterSlime,2,2,group,3,5,1,25,15,　,1
60002,1,1,WAVE,1,3,group,24,5,5,4,15,model://2e82ae7f-7c54-4bb1-8e2c-eacc61545c82,1
60002,2,1,WinterSlime,4,8,group,3,5,4,5,15,　,1
60002,2,1,OrangeMushroom,25,30,circle,18,7,5,4,15,　,1
60002,3,1,WinterEvilEye,15,30,random,　,5,5,4,15,　,2
60002,3,1,Winterfennec,6,14,random,　,7,5,4,15,　,2
60002,3,1,WAVE,2,4,group,24,5,5,4,15,model://2e82ae7f-7c54-4bb1-8e2c-eacc61545c82,2
60002,4,1,OrangeMushroom,1,1,random,　,5,1,30,15,　,1
60002,4,1,WinterEvilEye,10,10,group,3,5,5,6,15,　,1
60002,4,1,WinterEvilEye,15,30,circle,12,7,10,3,15,　,2
60002,5,1,Winterfennec,5,7,group,3,5,3,7,15,　,2
60002,5,1,OrangeMushroom,4,8,random,　,5,3,8,15,　,1
60002,5,1,WinterEvilEye,4,8,random,　,5,3,8,15,　,1
60002,5,1,WinterEvilEye,15,20,circle,18,10,5,4,15,　,2
60002,6,1,EliteBoss_WinterOctopus,1,1,random,　,10,1,1,15,　,1
60002,6,1,WAVE,2,4,group,24,5,5,5,15,model://2e82ae7f-7c54-4bb1-8e2c-eacc61545c82,2
60003,1,1,WinterEvilEye,3,3,group,3,5,2,16,15,　,1
60003,1,1,OrangeMushroom,1,1,random,　,5,2,16,15,　,1
60003,1,1,WinterJuniorYeti,2,4,group,3,5,2,14,15,　,1
