WorldVersion,SeasonID,RankSeason,Year,Month,Day,Hour,Minute,RankCriteria,B1,B2,B3,S2,S3,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,D4,M1,M2,M3,M4,C
0.2.1,1.178,1.2,2032,3,9,0,0,CT10001,PEN10008,PEN20002,PEN30015,PEN10002,PEN10004,PEN20009,PEN20002,PEN30015,PEN20016,PEN20011,PEN30012,PEN30008,PEN20014,PEN20002,PEN30001,PEN30002,PEN20010,PEN20007,PEN30003,PEN30007,PEN40001
0.2.1,1.179,1.0,2032,3,23,0,0,CT10008,PEN10004,PEN20009,PEN30007,PEN10001,PEN10008,PEN20014,PEN20001,PEN30014,PEN20015,PEN20016,PEN30011,PEN30003,PEN20006,PEN20007,PEN30014,PEN30006,PEN20007,PEN20016,PEN30005,PEN30016,PEN40001
0.2.1,1.180,1.2,2032,4,6,0,0,CT10007,PEN10004,PEN20015,PEN30004,PEN10007,PEN10002,PEN20015,PEN20010,PEN30015,PEN20011,PEN20014,PEN30015,PEN30015,PEN20009,PEN20004,PEN30016,PEN30007,PEN20008,PEN20011,PEN30014,PEN30012,PEN40001
0.2.1,1.181,1.0,2032,4,20,0,0,CT10008,PEN10006,PEN20001,PEN30013,PEN10002,PEN10004,PEN20013,PEN20008,PEN30001,PEN20016,PEN20015,PEN30012,PEN30007,PEN20012,PEN20004,PEN30009,PEN30012,PEN20009,PEN20014,PEN30007,PEN30006,PEN40001
0.2.1,1.182,1.1,2032,5,4,0,0,CT10013,PEN10007,PEN20014,PEN30015,PEN10005,PEN10006,PEN20008,PEN20006,PEN30007,PEN20014,PEN20005,PEN30005,PEN30014,PEN20013,PEN20004,PEN30001,PEN30003,PEN20014,PEN20010,PEN30013,PEN30013,PEN40001
0.2.1,1.183,1.0,2032,5,18,0,0,CT10007,PEN10004,PEN20016,PEN30004,PEN10003,PEN10003,PEN20010,PEN20004,PEN30005,PEN20014,PEN20016,PEN30005,PEN30004,PEN20008,PEN20016,PEN30001,PEN30002,PEN20016,PEN20009,PEN30001,PEN30004,PEN40001
0.2.1,1.184,1.0,2032,6,1,0,0,CT10006,PEN10003,PEN20015,PEN30010,PEN10002,PEN10006,PEN20014,PEN20003,PEN30003,PEN20007,PEN20016,PEN30012,PEN30015,PEN20011,PEN20001,PEN30004,PEN30005,PEN20002,PEN20010,PEN30007,PEN30005,PEN40001
0.2.1,1.185,1.0,2032,6,15,0,0,CT10006,PEN10007,PEN20010,PEN30006,PEN10008,PEN10006,PEN20014,PEN20010,PEN30008,PEN20003,PEN20003,PEN30015,PEN30012,PEN20008,PEN20010,PEN30001,PEN30002,PEN20009,PEN20005,PEN30009,PEN30012,PEN40001
0.2.1,1.186,1.1,2032,6,29,0,0,CT10012,PEN10001,PEN20012,PEN30012,PEN10002,PEN10001,PEN20001,PEN20008,PEN30004,PEN20010,PEN20016,PEN30002,PEN30004,PEN20001,PEN20004,PEN30001,PEN30015,PEN20009,PEN20009,PEN30005,PEN30004,PEN40001
0.2.1,1.187,1.0,2032,7,13,0,0,CT10004,PEN10008,PEN20007,PEN30001,PEN10001,PEN10003,PEN20010,PEN20012,PEN30014,PEN20016,PEN20002,PEN30015,PEN30004,PEN20011,PEN20013,PEN30016,PEN30007,PEN20014,PEN20013,PEN30003,PEN30005,PEN40001
0.2.1,1.188,1.2,2032,7,27,0,0,CT10010,PEN10003,PEN20001,PEN30012,PEN10003,PEN10001,PEN20013,PEN20002,PEN30015,PEN20002,PEN20008,PEN30015,PEN30008,PEN20014,PEN20016,PEN30011,PEN30015,PEN20002,PEN20015,PEN30007,PEN30009,PEN40001
0.2.1,1.189,1.2,2032,8,10,0,0,CT10011,PEN10005,PEN20012,PEN30012,PEN10008,PEN10005,PEN20015,PEN20011,PEN30012,PEN20013,PEN20007,PEN30005,PEN30012,PEN20013,PEN20011,PEN30007,PEN30004,PEN20005,PEN20014,PEN30014,PEN30010,PEN40001
0.2.1,1.190,1.1,2032,8,24,0,0,CT10011,PEN10006,PEN20016,PEN30014,PEN10001,PEN10006,PEN20011,PEN20011,PEN30010,PEN20001,PEN20007,PEN30007,PEN30005,PEN20004,PEN20011,PEN30012,PEN30003,PEN20008,PEN20002,PEN30003,PEN30015,PEN40001
0.2.1,1.191,1.0,2032,9,7,0,0,CT10016,PEN10008,PEN20002,PEN30008,PEN10003,PEN10002,PEN20016,PEN20013,PEN30013,PEN20003,PEN20007,PEN30014,PEN30013,PEN20010,PEN20013,PEN30006,PEN30015,PEN20003,PEN20013,PEN30016,PEN30006,PEN40001
0.2.1,1.192,1.0,2032,9,21,0,0,CT10001,PEN10004,PEN20007,PEN30008,PEN10002,PEN10007,PEN20006,PEN20016,PEN30016,PEN20003,PEN20008,PEN30014,PEN30009,PEN20005,PEN20007,PEN30012,PEN30002,PEN20001,PEN20014,PEN30009,PEN30004,PEN40001
0.2.1,1.193,1.1,2032,10,5,0,0,CT10013,PEN10002,PEN20016,PEN30012,PEN10003,PEN10006,PEN20009,PEN20011,PEN30004,PEN20010,PEN20008,PEN30002,PEN30006,PEN20003,PEN20012,PEN30015,PEN30013,PEN20001,PEN20007,PEN30006,PEN30010,PEN40001
0.2.1,1.194,1.2,2032,10,19,0,0,CT10001,PEN10004,PEN20010,PEN30016,PEN10006,PEN10001,PEN20013,PEN20005,PEN30015,PEN20007,PEN20008,PEN30016,PEN30010,PEN20009,PEN20007,PEN30007,PEN30016,PEN20013,PEN20001,PEN30012,PEN30016,PEN40001
0.2.1,1.195,1.2,2032,11,2,0,0,CT10005,PEN10002,PEN20004,PEN30001,PEN10007,PEN10004,PEN20002,PEN20005,PEN30007,PEN20007,PEN20015,PEN30015,PEN30001,PEN20012,PEN20006,PEN30003,PEN30008,PEN20012,PEN20009,PEN30015,PEN30009,PEN40001
0.2.1,1.196,1.0,2032,11,16,0,0,CT10005,PEN10005,PEN20013,PEN30013,PEN10008,PEN10001,PEN20010,PEN20007,PEN30003,PEN20015,PEN20008,PEN30016,PEN30010,PEN20010,PEN20011,PEN30014,PEN30010,PEN20004,PEN20005,PEN30008,PEN30013,PEN40001
0.2.1,1.197,1.2,2032,11,30,0,0,CT10016,PEN10007,PEN20003,PEN30006,PEN10001,PEN10003,PEN20010,PEN20003,PEN30011,PEN20009,PEN20011,PEN30006,PEN30010,PEN20014,PEN20003,PEN30004,PEN30013,PEN20003,PEN20011,PEN30010,PEN30007,PEN40001
0.2.1,1.198,1.0,2032,12,14,0,0,CT10012,PEN10004,PEN20008,PEN30010,PEN10003,PEN10007,PEN20013,PEN20002,PEN30007,PEN20012,PEN20001,PEN30005,PEN30010,PEN20007,PEN20013,PEN30015,PEN30012,PEN20007,PEN20004,PEN30010,PEN30011,PEN40001
0.2.1,1.199,1.1,2032,12,28,0,0,CT10004,PEN10002,PEN20014,PEN30008,PEN10008,PEN10001,PEN20012,PEN20016,PEN30013,PEN20009,PEN20015,PEN30013,PEN30015,PEN20003,PEN20008,PEN30007,PEN30008,PEN20010,PEN20013,PEN30012,PEN30016,PEN40001
0.2.1,1.200,1.0,2033,1,11,0,0,CT10012,PEN10001,PEN20010,PEN30010,PEN10004,PEN10008,PEN20005,PEN20014,PEN30015,PEN20010,PEN20004,PEN30015,PEN30013,PEN20002,PEN20012,PEN30001,PEN30003,PEN20015,PEN20013,PEN30009,PEN30008,PEN40001
0.2.1,1.201,1.2,2033,1,25,0,0,CT10005,PEN10003,PEN20001,PEN30016,PEN10003,PEN10004,PEN20004,PEN20003,PEN30005,PEN20005,PEN20015,PEN30016,PEN30005,PEN20002,PEN20004,PEN30003,PEN30010,PEN20013,PEN20011,PEN30010,PEN30014,PEN40001
0.2.1,1.202,1.2,2033,2,8,0,0,CT10010,PEN10006,PEN20004,PEN30012,PEN10007,PEN10006,PEN20002,PEN20012,PEN30006,PEN20001,PEN20005,PEN30005,PEN30013,PEN20003,PEN20010,PEN30016,PEN30004,PEN20010,PEN20006,PEN30005,PEN30013,PEN40001
0.2.1,1.203,1.2,2033,2,22,0,0,CT10015,PEN10006,PEN20002,PEN30009,PEN10008,PEN10003,PEN20009,PEN20010,PEN30014,PEN20008,PEN20001,PEN30016,PEN30005,PEN20015,PEN20011,PEN30015,PEN30007,PEN20007,PEN20005,PEN30001,PEN30014,PEN40001
0.2.1,1.204,1.0,2033,3,8,0,0,CT10003,PEN10003,PEN20009,PEN30003,PEN10002,PEN10004,PEN20005,PEN20001,PEN30011,PEN20005,PEN20014,PEN30014,PEN30008,PEN20005,PEN20006,PEN30001,PEN30003,PEN20009,PEN20009,PEN30006,PEN30001,PEN40001
0.2.1,1.205,1.2,2033,3,22,0,0,CT10009,PEN10001,PEN20014,PEN30014,PEN10003,PEN10001,PEN20014,PEN20014,PEN30010,PEN20009,PEN20010,PEN30011,PEN30015,PEN20011,PEN20007,PEN30014,PEN30007,PEN20003,PEN20015,PEN30007,PEN30011,PEN40001
0.2.1,1.206,1.1,2033,4,5,0,0,CT10014,PEN10008,PEN20010,PEN30001,PEN10003,PEN10004,PEN20007,PEN20006,PEN30013,PEN20007,PEN20007,PEN30011,PEN30003,PEN20014,PEN20011,PEN30003,PEN30007,PEN20009,PEN20007,PEN30003,PEN30009,PEN40001
0.2.1,1.207,1.1,2033,4,19,0,0,CT10011,PEN10004,PEN20010,PEN30013,PEN10002,PEN10008,PEN20008,PEN20009,PEN30014,PEN20010,PEN20006,PEN30012,PEN30013,PEN20006,PEN20005,PEN30011,PEN30007,PEN20009,PEN20009,PEN30010,PEN30008,PEN40001
0.2.1,1.208,1.2,2033,5,3,0,0,CT10006,PEN10002,PEN20002,PEN30014,PEN10006,PEN10007,PEN20001,PEN20013,PEN30009,PEN20015,PEN20002,PEN30006,PEN30014,PEN20001,PEN20012,PEN30005,PEN30007,PEN20015,PEN20005,PEN30010,PEN30003,PEN40001
0.2.1,1.209,1.1,2033,5,17,0,0,CT10008,PEN10005,PEN20008,PEN30004,PEN10001,PEN10001,PEN20004,PEN20015,PEN30015,PEN20007,PEN20001,PEN30003,PEN30006,PEN20001,PEN20014,PEN30010,PEN30015,PEN20003,PEN20006,PEN30004,PEN30001,PEN40001
0.2.1,1.210,1.2,2033,5,31,0,0,CT10007,PEN10001,PEN20014,PEN30013,PEN10006,PEN10004,PEN20001,PEN20013,PEN30009,PEN20015,PEN20003,PEN30009,PEN30010,PEN20013,PEN20006,PEN30007,PEN30010,PEN20013,PEN20001,PEN30001,PEN30013,PEN40001
0.2.1,1.211,1.0,2033,6,14,0,0,CT10015,PEN10006,PEN20010,PEN30007,PEN10008,PEN10003,PEN20015,PEN20010,PEN30006,PEN20013,PEN20014,PEN30006,PEN30001,PEN20015,PEN20010,PEN30002,PEN30002,PEN20012,PEN20001,PEN30006,PEN30012,PEN40001
0.2.1,1.212,1.0,2033,6,28,0,0,CT10004,PEN10002,PEN20016,PEN30007,PEN10008,PEN10004,PEN20014,PEN20014,PEN30001,PEN20006,PEN20012,PEN30003,PEN30006,PEN20009,PEN20002,PEN30005,PEN30002,PEN20011,PEN20007,PEN30007,PEN30002,PEN40001
0.2.1,1.213,1.2,2033,7,12,0,0,CT10003,PEN10007,PEN20008,PEN30007,PEN10006,PEN10004,PEN20004,PEN20005,PEN30008,PEN20005,PEN20004,PEN30011,PEN30004,PEN20006,PEN20016,PEN30016,PEN30012,PEN20010,PEN20001,PEN30008,PEN30001,PEN40001
0.2.1,1.214,1.1,2033,7,26,0,0,CT10012,PEN10003,PEN20011,PEN30007,PEN10007,PEN10002,PEN20011,PEN20002,PEN30013,PEN20006,PEN20011,PEN30004,PEN30008,PEN20006,PEN20013,PEN30011,PEN30007,PEN20009,PEN20012,PEN30012,PEN30004,PEN40001
0.2.1,1.215,1.0,2033,8,9,0,0,CT10007,PEN10003,PEN20008,PEN30016,PEN10001,PEN10008,PEN20002,PEN20005,PEN30008,PEN20014,PEN20013,PEN30009,PEN30012,PEN20004,PEN20011,PEN30015,PEN30016,PEN20012,PEN20002,PEN30015,PEN30012,PEN40001
0.2.1,1.216,1.2,2033,8,23,0,0,CT10006,PEN10003,PEN20010,PEN30010,PEN10006,PEN10005,PEN20007,PEN20010,PEN30014,PEN20009,PEN20014,PEN30001,PEN30009,PEN20013,PEN20010,PEN30010,PEN30015,PEN20006,PEN20007,PEN30014,PEN30012,PEN40001
0.2.1,1.217,1.2,2033,9,6,0,0,CT10014,PEN10002,PEN20011,PEN30006,PEN10004,PEN10005,PEN20014,PEN20012,PEN30011,PEN20004,PEN20014,PEN30009,PEN30002,PEN20002,PEN20011,PEN30016,PEN30007,PEN20009,PEN20004,PEN30003,PEN30007,PEN40001
0.2.1,1.218,1.2,2033,9,20,0,0,CT10010,PEN10003,PEN20001,PEN30006,PEN10005,PEN10001,PEN20004,PEN20005,PEN30015,PEN20010,PEN20007,PEN30001,PEN30012,PEN20013,PEN20009,PEN30015,PEN30003,PEN20001,PEN20015,PEN30005,PEN30009,PEN40001
0.2.1,1.219,1.1,2033,10,4,0,0,CT10008,PEN10001,PEN20006,PEN30011,PEN10004,PEN10006,PEN20009,PEN20004,PEN30012,PEN20002,PEN20001,PEN30006,PEN30016,PEN20012,PEN20011,PEN30003,PEN30012,PEN20010,PEN20009,PEN30008,PEN30001,PEN40001
0.2.1,1.220,1.2,2033,10,18,0,0,CT10009,PEN10006,PEN20012,PEN30010,PEN10005,PEN10004,PEN20010,PEN20013,PEN30015,PEN20010,PEN20004,PEN30010,PEN30004,PEN20012,PEN20016,PEN30005,PEN30003,PEN20006,PEN20001,PEN30008,PEN30008,PEN40001
0.2.1,1.221,1.0,2033,11,1,0,0,CT10007,PEN10004,PEN20008,PEN30006,PEN10001,PEN10003,PEN20004,PEN20004,PEN30010,PEN20004,PEN20014,PEN30013,PEN30014,PEN20016,PEN20008,PEN30003,PEN30008,PEN20002,PEN20009,PEN30014,PEN30003,PEN40001
0.2.1,1.222,1.2,2033,11,15,0,0,CT10004,PEN10001,PEN20005,PEN30010,PEN10004,PEN10007,PEN20009,PEN20008,PEN30007,PEN20016,PEN20016,PEN30012,PEN30013,PEN20016,PEN20016,PEN30010,PEN30011,PEN20016,PEN20006,PEN30005,PEN30014,PEN40001
0.2.1,1.223,1.1,2033,11,29,0,0,CT10015,PEN10001,PEN20014,PEN30016,PEN10003,PEN10001,PEN20010,PEN20004,PEN30014,PEN20010,PEN20003,PEN30001,PEN30014,PEN20009,PEN20008,PEN30016,PEN30007,PEN20016,PEN20013,PEN30005,PEN30004,PEN40001
0.2.1,1.224,1.2,2033,12,13,0,0,CT10004,PEN10002,PEN20013,PEN30010,PEN10006,PEN10002,PEN20004,PEN20005,PEN30013,PEN20009,PEN20011,PEN30012,PEN30016,PEN20008,PEN20001,PEN30012,PEN30013,PEN20010,PEN20011,PEN30010,PEN30001,PEN40001
0.2.1,1.225,1.2,2033,12,27,0,0,CT10016,PEN10001,PEN20016,PEN30016,PEN10007,PEN10006,PEN20006,PEN20011,PEN30002,PEN20002,PEN20006,PEN30010,PEN30011,PEN20007,PEN20008,PEN30012,PEN30002,PEN20008,PEN20015,PEN30013,PEN30012,PEN40001
0.2.1,1.226,1.0,2034,1,10,0,0,CT10001,PEN10007,PEN20002,PEN30004,PEN10004,PEN10003,PEN20006,PEN20004,PEN30009,PEN20007,PEN20011,PEN30012,PEN30005,PEN20011,PEN20010,PEN30010,PEN30004,PEN20015,PEN20007,PEN30015,PEN30016,PEN40001
0.2.1,1.227,1.2,2034,1,24,0,0,CT10006,PEN10008,PEN20012,PEN30004,PEN10008,PEN10002,PEN20015,PEN20012,PEN30009,PEN20012,PEN20005,PEN30010,PEN30003,PEN20013,PEN20007,PEN30011,PEN30011,PEN20003,PEN20013,PEN30012,PEN30003,PEN40001
0.2.1,1.228,1.0,2034,2,7,0,0,CT10005,PEN10003,PEN20005,PEN30008,PEN10005,PEN10002,PEN20011,PEN20003,PEN30010,PEN20004,PEN20007,PEN30008,PEN30015,PEN20013,PEN20008,PEN30014,PEN30010,PEN20002,PEN20005,PEN30004,PEN30008,PEN40001
0.2.1,1.229,1.0,2034,2,21,0,0,CT10007,PEN10006,PEN20004,PEN30009,PEN10005,PEN10002,PEN20012,PEN20011,PEN30011,PEN20008,PEN20006,PEN30011,PEN30014,PEN20010,PEN20006,PEN30011,PEN30016,PEN20008,PEN20014,PEN30014,PEN30008,PEN40001
0.2.1,1.230,1.2,2034,3,7,0,0,CT10004,PEN10006,PEN20005,PEN30012,PEN10003,PEN10004,PEN20011,PEN20012,PEN30012,PEN20013,PEN20007,PEN30003,PEN30005,PEN20004,PEN20015,PEN30004,PEN30015,PEN20005,PEN20005,PEN30006,PEN30006,PEN40001
0.2.1,1.231,1.0,2034,3,21,0,0,CT10006,PEN10007,PEN20010,PEN30003,PEN10003,PEN10007,PEN20015,PEN20007,PEN30004,PEN20014,PEN20014,PEN30012,PEN30012,PEN20005,PEN20014,PEN30008,PEN30011,PEN20001,PEN20007,PEN30007,PEN30008,PEN40001
0.2.1,1.232,1.0,2034,4,4,0,0,CT10001,PEN10002,PEN20007,PEN30016,PEN10005,PEN10003,PEN20011,PEN20004,PEN30002,PEN20008,PEN20007,PEN30006,PEN30009,PEN20012,PEN20011,PEN30012,PEN30013,PEN20007,PEN20002,PEN30015,PEN30013,PEN40001
0.2.1,1.233,1.0,2034,4,18,0,0,CT10016,PEN10007,PEN20009,PEN30011,PEN10001,PEN10008,PEN20016,PEN20008,PEN30004,PEN20008,PEN20012,PEN30005,PEN30007,PEN20014,PEN20009,PEN30001,PEN30001,PEN20013,PEN20012,PEN30009,PEN30005,PEN40001
0.2.1,1.234,1.1,2034,5,2,0,0,CT10001,PEN10005,PEN20004,PEN30005,PEN10006,PEN10002,PEN20003,PEN20011,PEN30010,PEN20004,PEN20014,PEN30014,PEN30015,PEN20013,PEN20004,PEN30012,PEN30010,PEN20006,PEN20016,PEN30004,PEN30001,PEN40001
0.2.1,1.235,1.0,2034,5,16,0,0,CT10013,PEN10004,PEN20016,PEN30002,PEN10008,PEN10006,PEN20004,PEN20010,PEN30004,PEN20001,PEN20010,PEN30007,PEN30008,PEN20016,PEN20007,PEN30005,PEN30006,PEN20008,PEN20007,PEN30001,PEN30005,PEN40001
0.2.1,1.236,1.0,2034,5,30,0,0,CT10016,PEN10001,PEN20004,PEN30015,PEN10008,PEN10001,PEN20009,PEN20005,PEN30010,PEN20011,PEN20005,PEN30002,PEN30008,PEN20008,PEN20008,PEN30008,PEN30003,PEN20013,PEN20006,PEN30003,PEN30009,PEN40001
0.2.1,1.237,1.0,2034,6,13,0,0,CT10015,PEN10003,PEN20011,PEN30005,PEN10003,PEN10008,PEN20001,PEN20007,PEN30004,PEN20001,PEN20001,PEN30009,PEN30004,PEN20005,PEN20007,PEN30014,PEN30007,PEN20013,PEN20015,PEN30004,PEN30003,PEN40001
0.2.1,1.238,1.1,2034,6,27,0,0,CT10014,PEN10004,PEN20009,PEN30006,PEN10007,PEN10006,PEN20013,PEN20010,PEN30009,PEN20001,PEN20016,PEN30004,PEN30005,PEN20011,PEN20015,PEN30013,PEN30002,PEN20013,PEN20002,PEN30012,PEN30013,PEN40001
0.2.1,1.239,1.2,2034,7,11,0,0,CT10002,PEN10003,PEN20002,PEN30004,PEN10002,PEN10006,PEN20002,PEN20001,PEN30009,PEN20006,PEN20015,PEN30005,PEN30015,PEN20008,PEN20005,PEN30009,PEN30013,PEN20006,PEN20005,PEN30005,PEN30002,PEN40001
0.2.1,1.240,1.0,2034,7,25,0,0,CT10009,PEN10006,PEN20002,PEN30009,PEN10008,PEN10006,PEN20010,PEN20005,PEN30015,PEN20001,PEN20015,PEN30009,PEN30008,PEN20016,PEN20007,PEN30014,PEN30002,PEN20008,PEN20006,PEN30009,PEN30016,PEN40001
0.2.1,1.241,1.1,2034,8,8,0,0,CT10014,PEN10008,PEN20010,PEN30001,PEN10008,PEN10006,PEN20008,PEN20015,PEN30014,PEN20009,PEN20011,PEN30015,PEN30011,PEN20007,PEN20002,PEN30001,PEN30015,PEN20014,PEN20010,PEN30002,PEN30016,PEN40001
0.2.1,1.242,1.1,2034,8,22,0,0,CT10013,PEN10001,PEN20004,PEN30016,PEN10002,PEN10001,PEN20003,PEN20009,PEN30004,PEN20010,PEN20001,PEN30010,PEN30015,PEN20001,PEN20001,PEN30012,PEN30002,PEN20009,PEN20008,PEN30015,PEN30015,PEN40001
0.2.1,1.243,1.1,2034,9,5,0,0,CT10004,PEN10006,PEN20005,PEN30004,PEN10001,PEN10003,PEN20009,PEN20003,PEN30016,PEN20012,PEN20003,PEN30008,PEN30015,PEN20004,PEN20008,PEN30007,PEN30008,PEN20015,PEN20002,PEN30009,PEN30014,PEN40001
0.2.1,1.244,1.2,2034,9,19,0,0,CT10001,PEN10004,PEN20010,PEN30007,PEN10006,PEN10004,PEN20007,PEN20004,PEN30006,PEN20006,PEN20005,PEN30006,PEN30009,PEN20016,PEN20008,PEN30009,PEN30004,PEN20014,PEN20008,PEN30001,PEN30003,PEN40001
0.2.1,1.245,1.0,2034,10,3,0,0,CT10012,PEN10003,PEN20015,PEN30015,PEN10001,PEN10008,PEN20009,PEN20002,PEN30014,PEN20002,PEN20003,PEN30014,PEN30013,PEN20013,PEN20009,PEN30007,PEN30011,PEN20015,PEN20009,PEN30009,PEN30005,PEN40001
0.2.1,1.246,1.2,2034,10,17,0,0,CT10015,PEN10006,PEN20004,PEN30006,PEN10006,PEN10001,PEN20013,PEN20009,PEN30006,PEN20002,PEN20005,PEN30004,PEN30006,PEN20007,PEN20005,PEN30008,PEN30009,PEN20016,PEN20015,PEN30012,PEN30004,PEN40001
0.2.1,1.247,1.1,2034,10,31,0,0,CT10007,PEN10007,PEN20014,PEN30016,PEN10006,PEN10006,PEN20003,PEN20004,PEN30014,PEN20002,PEN20009,PEN30002,PEN30002,PEN20013,PEN20015,PEN30015,PEN30013,PEN20005,PEN20005,PEN30016,PEN30007,PEN40001
0.2.1,1.248,1.0,2034,11,14,0,0,CT10016,PEN10006,PEN20009,PEN30007,PEN10002,PEN10003,PEN20003,PEN20015,PEN30002,PEN20001,PEN20006,PEN30010,PEN30007,PEN20003,PEN20006,PEN30016,PEN30016,PEN20010,PEN20002,PEN30009,PEN30011,PEN40001
0.2.1,1.249,1.1,2034,11,28,0,0,CT10007,PEN10004,PEN20009,PEN30013,PEN10006,PEN10004,PEN20003,PEN20008,PEN30001,PEN20011,PEN20004,PEN30008,PEN30003,PEN20007,PEN20009,PEN30003,PEN30010,PEN20013,PEN20014,PEN30015,PEN30013,PEN40001
0.2.1,1.250,1.2,2034,12,12,0,0,CT10009,PEN10001,PEN20015,PEN30001,PEN10007,PEN10002,PEN20005,PEN20010,PEN30006,PEN20007,PEN20002,PEN30003,PEN30011,PEN20016,PEN20016,PEN30006,PEN30001,PEN20007,PEN20014,PEN30005,PEN30002,PEN40001
0.2.1,1.251,1.2,2034,12,26,0,0,CT10001,PEN10001,PEN20004,PEN30009,PEN10002,PEN10002,PEN20006,PEN20016,PEN30004,PEN20005,PEN20011,PEN30005,PEN30009,PEN20012,PEN20006,PEN30008,PEN30010,PEN20015,PEN20004,PEN30014,PEN30015,PEN40001
0.2.1,1.252,1.2,2035,1,9,0,0,CT10001,PEN10008,PEN20002,PEN30011,PEN10006,PEN10008,PEN20008,PEN20004,PEN30007,PEN20007,PEN20001,PEN30013,PEN30015,PEN20002,PEN20016,PEN30003,PEN30009,PEN20015,PEN20015,PEN30002,PEN30015,PEN40001
0.2.1,1.253,1.1,2035,1,23,0,0,CT10005,PEN10006,PEN20001,PEN30001,PEN10006,PEN10006,PEN20011,PEN20012,PEN30015,PEN20003,PEN20016,PEN30014,PEN30010,PEN20007,PEN20002,PEN30008,PEN30016,PEN20003,PEN20002,PEN30001,PEN30008,PEN40001
0.2.1,1.254,1.0,2035,2,6,0,0,CT10010,PEN10006,PEN20001,PEN30013,PEN10008,PEN10003,PEN20004,PEN20014,PEN30012,PEN20003,PEN20011,PEN30014,PEN30013,PEN20011,PEN20006,PEN30013,PEN30007,PEN20003,PEN20013,PEN30009,PEN30005,PEN40001
0.2.1,1.255,1.2,2035,2,20,0,0,CT10010,PEN10002,PEN20006,PEN30004,PEN10003,PEN10006,PEN20013,PEN20005,PEN30012,PEN20011,PEN20014,PEN30005,PEN30014,PEN20007,PEN20016,PEN30013,PEN30010,PEN20008,PEN20012,PEN30002,PEN30005,PEN40001
0.2.1,1.256,1.1,2035,3,6,0,0,CT10009,PEN10007,PEN20004,PEN30007,PEN10005,PEN10003,PEN20001,PEN20008,PEN30010,PEN20007,PEN20001,PEN30008,PEN30001,PEN20006,PEN20015,PEN30012,PEN30002,PEN20006,PEN20013,PEN30011,PEN30006,PEN40001
0.2.1,1.257,1.0,2035,3,20,0,0,CT10010,PEN10005,PEN20011,PEN30013,PEN10004,PEN10007,PEN20012,PEN20014,PEN30012,PEN20008,PEN20003,PEN30001,PEN30005,PEN20004,PEN20016,PEN30002,PEN30007,PEN20015,PEN20007,PEN30003,PEN30001,PEN40001
0.2.1,1.258,1.0,2035,4,3,0,0,CT10015,PEN10005,PEN20016,PEN30006,PEN10007,PEN10005,PEN20005,PEN20009,PEN30001,PEN20007,PEN20008,PEN30007,PEN30004,PEN20012,PEN20012,PEN30012,PEN30006,PEN20012,PEN20012,PEN30014,PEN30004,PEN40001
0.2.1,1.259,1.0,2035,4,17,0,0,CT10004,PEN10005,PEN20011,PEN30015,PEN10005,PEN10001,PEN20014,PEN20008,PEN30001,PEN20005,PEN20007,PEN30016,PEN30003,PEN20013,PEN20006,PEN30006,PEN30010,PEN20001,PEN20010,PEN30003,PEN30001,PEN40001
0.2.1,1.260,1.0,2035,5,1,0,0,CT10002,PEN10003,PEN20003,PEN30011,PEN10002,PEN10007,PEN20001,PEN20006,PEN30012,PEN20015,PEN20006,PEN30009,PEN30006,PEN20007,PEN20016,PEN30004,PEN30012,PEN20015,PEN20012,PEN30016,PEN30011,PEN40001
0.2.1,1.261,1.2,2035,5,15,0,0,CT10011,PEN10001,PEN20011,PEN30004,PEN10004,PEN10006,PEN20009,PEN20003,PEN30001,PEN20014,PEN20009,PEN30001,PEN30013,PEN20001,PEN20014,PEN30015,PEN30008,PEN20004,PEN20013,PEN30005,PEN30003,PEN40001
0.2.1,1.262,1.0,2035,5,29,0,0,CT10015,PEN10008,PEN20013,PEN30011,PEN10003,PEN10008,PEN20007,PEN20001,PEN30001,PEN20010,PEN20003,PEN30003,PEN30011,PEN20004,PEN20012,PEN30005,PEN30015,PEN20001,PEN20006,PEN30010,PEN30009,PEN40001
0.2.1,1.263,1.2,2035,6,12,0,0,CT10005,PEN10004,PEN20015,PEN30006,PEN10006,PEN10004,PEN20013,PEN20002,PEN30006,PEN20011,PEN20015,PEN30007,PEN30012,PEN20007,PEN20004,PEN30011,PEN30001,PEN20016,PEN20013,PEN30004,PEN30016,PEN40001
0.2.1,1.264,1.1,2035,6,26,0,0,CT10012,PEN10004,PEN20007,PEN30011,PEN10006,PEN10006,PEN20010,PEN20011,PEN30010,PEN20008,PEN20002,PEN30007,PEN30016,PEN20007,PEN20013,PEN30008,PEN30003,PEN20010,PEN20006,PEN30005,PEN30003,PEN40001
0.2.1,1.265,1.1,2035,7,10,0,0,CT10005,PEN10007,PEN20006,PEN30002,PEN10007,PEN10006,PEN20016,PEN20011,PEN30011,PEN20007,PEN20014,PEN30013,PEN30004,PEN20001,PEN20015,PEN30012,PEN30006,PEN20016,PEN20003,PEN30014,PEN30015,PEN40001
0.2.1,1.266,1.1,2035,7,24,0,0,CT10001,PEN10006,PEN20008,PEN30004,PEN10005,PEN10003,PEN20005,PEN20010,PEN30001,PEN20004,PEN20007,PEN30013,PEN30014,PEN20011,PEN20004,PEN30002,PEN30001,PEN20011,PEN20008,PEN30016,PEN30003,PEN40001
