EventType,Location,GroupID,SceneRUID,Title,Title (참고),Description,Description (참고),op1_ID,op1_description,op1_description (참고),op2_ID,op2_description,op2_description (참고),op3_ID,op3_description,op3_description (참고),reward_Ratio
,,43,,,,Event_description_43_2,"복만이가 말한다.\n\n""그건 비밀이야~ 뭐.. 그래도 궁금하다면..""\n\n""우리 종족만의 행운의 비밀을 말해줄까?""",204,Event_skip_page,넘기기,,,,,,,
,,43,,,,Event_description_43_3,"""대신 작은 힌트는 줄 수 있지.""\n\n""우리가 함께 한 시간을 잘 생각해봐~""\n\n흠..뭔가 떠오르려고 한다.",205,Event_dialogue_109,인연,206,Event_dialogue_110,마음가짐,207,Event_dialogue_111,노력,
,,43,,,,Event_description_43_4,"복만이가 활짝 웃으며 대답한다.\n\n""맞아. 인연이야~""\n\n""좋아하는 사람들과 어울리면서 운이 나타난다구.""\n\n행운의 비밀, 이제 알겠다!",,,,,,,,,,100
,,43,,,,Event_description_43_5,"복만이가 활짝 웃으며 대답한다.\n\n""맞아. 마음가짐이야~""\n\n""어떻게 생각하냐에 따라 운으로 생각할 수도, 실패로 생각할 수도 있지.""\n\n행운의 비밀, 이제 알겠다!",,,,,,,,,,100
,,43,,,,Event_description_43_6,"복만이가 활짝 웃으며 대답한다.\n\n""맞아. 노력이야~""\n\n""노력하지 않으면 행운이 찾아와도 모르거든.\n노력을 게을리해서는 안 돼.""\n\n행운의 비밀, 이제 알겠다!",,,,,,,,,,100
surprise,ground,44,21549b2f074f497fae0827435ac1286a,Event_title_44,명성은 내 꺼!,Event_description_44_1,"마이크와 다니엘이 농장을 방문했다.\n\n""내 명성을 올려줘!""\n\n""아니야, 내 명성을 올려줘!""\n\n인기 농장이 되고 싶은지 서로 자신의 명성을 올려달란다.\n\n각자의 매력을 보여보겠다고 하는데..들어볼까?",209,Event_skip_page,넘기기,,,,,,,
,,44,,,,Event_description_44_2,"마이크 왈,\n""나는 멋진 자쿰을 갖고 있다구~\n신기한 몬스터를 가지고 있는 사람이 최고지!""\n\n다니엘 왈,\n""내 몬스터는 전부 전설 등급이야~\n등급이 높으면 생산량도 늘어나는 거 알지?""\n\n'흠..누구의 명성을 올려줄까?'",210,Event_dialogue_112,마이크,211,Event_dialogue_113,다니엘,,,,
,,44,,,,Event_description_44_3,"마이크가 방긋 웃으면서 말한다. \n\n""고마워, 친구! 희귀한 몬스터를 구경하고 싶다면 언제든지 내 농장에 놀러 와~""\n\n'역시 희귀한 몬스터가 최고지~'",,,,,,,,,,100
,,44,,,,Event_description_44_4,"다니엘이 방긋 웃으면서 말한다. \n\n""너무 고마워! 농장에 있는 전설 등급\n몬스터들도 고마워 할 거야~""\n\n'역시 높은 등급 몬스터가 최고지~'",,,,,,,,,,100
surprise,ground,45,3e85ab71b8494f7b838a6e7c6c51650f,Event_title_45,특제 소스 만들기,Event_description_45_1,"곧 요리 대회가 열린다.\n\n""나만의 레시피를 연구하자.""\n\n""음..하지만 대상을 받으려면 남들보다 뛰어난 무언가가 있어야 할 텐데..""\n\n""예를 들면 비밀 소스 같은 거랄까!""",213,Event_skip_page,넘기기,,,,,,,
,,45,,,,Event_description_45_2,"며칠간 엄청난 노력을 했다.\n\n""그리고 드디어 특제 소스 탄생이다~!""\n\n""흠.. 그런데 뭔가 빠져있는 느낌인데 말이야.""\n\n도움을 요청할 누군가를 찾아볼까.",214,Event_dialogue_114,푸르릉,215,Event_dialogue_115,가락국수,,,,
,,45,,,,Event_description_45_3,"""난 요리를 잘 몰라, 그래도 마법은 쓸 줄 알지.""\n\n""뾰로롱~""\n\n푸르릉이 소스에 마법을 걸어주었다.\n\n소스가 빛나더니 더 신선하게 변한 느낌이다!",,,,,,,,,,100
,,45,,,,Event_description_45_4,"가락국수가 말한다.\n\n""물엿을 넣어봐. 더 맛난 소스가 될 거야~""\n\n물엿을 넣고 소스를 먹어본다.\n\n""이거~~~대박이잖아??!!!""",,,,,,,,,,100
surprise,ground,46,f236a013f29244fcaa8fda3a643ce9c3,Event_title_46,어디에 돈을 쓸까,Event_description_46_1,"요즘 농장 일이 잘 돼서 기분이 좋다.\n\n""돈도 어느 정도 모았는데 말야.""\n\n어떤 일에 돈을 써볼까?",217,Event_dialogue_116,차를 산다.,218,Event_dialogue_117,휴식 공간 마련,219,Event_dialogue_118,여행을 간다.,
,,46,,,,Event_description_46_2,"마을로 달려가서 바로 차를 구매했다.\n\n""드라이브도 하니 기분이 좋아~""\n\n""모두가 나를 멋지게 봐줬으면~""\n\n기분이 너무 좋다.",,,,,,,,,,100
,,46,,,,Event_description_46_3,"농장 외곽에 휴식 공간을 마련했다.\n\n몬스터들이 휴식을 취하는 모습을 보니\n기분이 좋아진다.\n\n""음~ 기분 좋아!""",,,,,,,,,,100
,,46,,,,Event_description_46_4,"근처 해변으로 여행을 다녀왔다.\n\n피로가 다 풀렸다.\n\n""놀다오니까 힘이 넘치는걸!""",,,,,,,,,,100
surprise,ground,47,781f83c9a284406bb85720c546c72a2c,Event_title_47,몬농 체육대회,Event_description_47_1,"체육대회가 시작되었다.\n\n""좋아! 꼭 일 등 하자!""\n\n이번 종목은 단거리 달리기!",221,Event_skip_page,넘기기,,,,,,,
,,47,,,,Event_description_47_2,"""흠..이 몬스터들이라면 일 등도\n문제없을 것 같은데..""\n\n어떤 몬스터를 출전시킬까?",222,Event_dialogue_119,이글이글,223,Event_dialogue_120,감돌이,224,Event_dialogue_121,피리냥,
,,47,,,,Event_description_47_3,"""그래, 이글이글을 출전시키자!""\n\n드디어 경기 시작!\n\n""아! 빠른 속도로 날아가더니 달리기 경로를 벗어나고 말았네요.""\n\n""아, 그래도 2등~~축하합니다!""",,,,,,,,,,50
,,47,,,,Event_description_47_4,"""그래, 감돌이를 출전시키자!""\n\n""헛둘! 헛둘! 태엽을 풀면서 열심히 달리기는 하지만 여전히 느립니다.""\n\n""아, 아쉽게도 꼴등~~!""",,,,,,,,,,
,,47,,,,Event_description_47_5,"""그래, 피리냥을 출전시키자!""\n\n""피리를 불더니 모든 몬스터가 피리냥의 뒤를 따라옵니다~""\n\n""아, 압도적인 1등 ~~ 축하합니다!""",,,,,,,,,,100
surprise,ground,48,1696c4342f654efbbd6b879f1f725539,Event_title_48,과도한 성장,Event_description_48_1,푸리가 급격하게 성장하고 있다.\n\n빨리 성장하고 싶은 마음에 요리를\n무리하게 먹은 것 같다.\n\n'천천히 단계를 밟아가며 성장하는 것도\n중요한데 말이야.',226,Event_skip_page,넘기기,,,,,,,
,,48,,,,Event_description_48_2,무무가 캔디를 만드는 모습이 부러웠단다.\n\n'이러다간 몸이 상하고 말 텐데..'\n\n푸리를 말릴 방법이 없을까?,227,Event_dialogue_123,조언한다.,228,Event_dialogue_122,그냥 둔다.,,,,
,,48,,,,Event_description_48_3,"조언을 하기로 했다.\n\n""푸리야~ 너만의 장점이 있단다~\n네 깃털은 무척이나 부드러워.""\n\n""비교하지 않아도 돼~""\n\n조언을 들은 푸리는 방긋 웃었다.",,,,,,,,,,
,,48,,,,Event_description_48_4,"""무무는 덩치가 커서 캔디를 많이 만들 수 밖에 없어.""\n\n""푸리는 푸리만의 장점이 있으니 하나만 두고 비교하지 않아도 돼~""\n\n푸리가 방긋 웃더니 달려와서 안겼다.",,,,,,,,,,100
surprise,ground,301,2509596a04be4d27b50cc1965f397b3f,Event_title_301,제임스의 방문,Event_description_301_1,"옆집 농부 제임스가 찾아왔다.\n\n""얼마 전에 시장에서 외투를 샀거든? \n근데 말이야…이게 들어있었지 뭐야.""\n\n말을 마친 제임스는 커다란 손을 \n주머니에 쑥 넣었다.",230,Event_skip_page,넘기기,,,,,,,
,,301,,,,Event_description_301_2,"곧이어, 제임스의 손에는 엄지손가락만 한 \n큰 보석이 놓여있었다.\n\n""그래, 바로 이 녀석이 들어 있었단 말이지. \n너 같으면 어떻게 하겠어?"" \n\n""이걸 돌려줘야 하는 걸까?""",231,Event_skip_page,넘기기,,,,,,,
,,301,,,,Event_description_301_3,"""한참을 고민했어."" \n\n""외투를 산 건 나잖아? \n그러면 그 안에 있던 것도 내 것이 아닐까?""\n\n뭐라고 대답해야 할까?",232,Event_dialogue_124,돌려주자!,233,Event_dialogue_125,숨기자!,234,Event_dialogue_126,모르겠다.,
,,301,,,,Event_description_301_4,코트만 산 거니까 당연히 돌려줘야지!,,,,,,,,,,100
,,301,,,,Event_description_301_5,"아무도 모르게 당장 숨기자!\n\n…한참이 지난 후,\n\n울면서 이곳저곳을 떠돈다는 한 외투 상인의 소문을 들었다.",,,,,,,,,,
,,301,,,,Event_description_301_6,"내가 알 바는 아닌 거 같지만, \n나 같으면 돌려줬을 거야.",,,,,,,,,,100
surprise,fence,302,e6b6625ded31420094caaed3919479c7,Event_title_302,의문의 여행자,Event_description_302_1,"허름한 여행자가 대뜸 소리치고 있다.\n\n""이봐! 내 이름은 굴리버야."" \n\n""비록 지금 행색이 비루하지만, \n세계 어디든 못 가본 곳이 없지!""",236,Event_skip_page,넘기기,,,,,,,
,,302,,,,Event_description_302_2,"자기소개를 마친 굴리버가 다시 한번 눈을 크게 뜨고 외쳤다.\n\n""농장이 어마어마한데, 꽤 풍족한가 봐?"" \n\n""만약 내게 지금 1000G만 투자한다면, \n듣도 보도 못한 몬스터를 구해다 줄게!""\n\n어떻게 해야 할까?",237,Event_dialogue_127,믿어본다!,238,Event_dialogue_128,어떻게 믿어!,,,,
,,302,,,,Event_description_302_3,미안하다는 말과 함께 몬스터는 아니지만 투자금을 \n몇 배나 돌려받았다!,,,,,,,,,,100
,,302,,,,Event_description_302_4,"투자가 없었으니, 소식도 들을 수 없었다.\n\n손해 본 건 없으니, 괜찮아.",,,,,,,,,,
surprise,mail,303,7d2715273e134dd1861a4d731b454428,Event_title_303,알아 들을까요?,Event_description_303_1,발신: 우주 동물 협회\n\n안녕하시오? \n우리는 우주 동물 협회라고 하오.\n\n이번 주 토론 주제는 '강아지는 강아지와 말이 통할까?' 였소.,240,Event_skip_page,넘기기,,,,,,,
,,303,,,,Event_description_303_2,"우리 결론은 맞다와 아니다가 반반이었기에, 도저히 결론을 내릴 수가 없었소.\n\n그래서, 농장주분들에게 문의해 보고자 \n이렇게 서신을 보낸다오.",241,Event_skip_page,넘기기,,,,,,,
,,303,,,,Event_description_303_3,"귀하는, 강아지끼리 말이 통한다고 생각하오?\n\n뭐라고 말하면 좋을까?",242,Event_dialogue_129,당연하지.,243,Event_dialogue_130,아닌거 같은데?,244,Event_dialogue_131,알 수 있다고?,
,,303,,,,Event_description_303_4,긍정적인 상상으로 토론에 참여해줘서 고맙다고 편지와 함께 보상이 왔다!,,,,,,,,,,100
,,303,,,,Event_description_303_5,이성적인 생각으로 논의에 참여해줘서 고맙다고 편지와 함께 소정의 보상이 왔다!,,,,,,,,,,100
,,303,,,,Event_description_303_6,"자기들이 먼저 물어봤다고 편지가 왔다. \n\n짜증스러웠지만, 소정의 보상이 함께 왔다!",,,,,,,,,,50
surprise,fence,304,b77aca66a43d425c857b238a0388ce95,Event_title_304,열 배나 크다고?,Event_description_304_1,"울타리를 손질하는 중에 밖에서 논쟁 중인 \n농부들의 이야기를 엿듣게 되었다.\n\n""그 섬에 사는 거인들은 우리보다 키가 열 배나 컸다니까.""  \n\n""진짜로 열 배!""\n\n""아니 그게 말이 돼? \n그럼 밥도 열 배나 먹겠네. 참나...""",246,Event_skip_page,넘기기,,,,,,,
,,304,,,,Event_description_304_2,"""그게 무슨 소리야? 우리보다 키가 열 배 크면, \n밥을 천 배는 더 먹는다구.""\n\n""아니 누굴 놀려?""\n\n""열 배 크면 열 배를 더 먹는 게 맞지! 바보 같긴""",247,Event_skip_page,넘기기,,,,,,,
,,304,,,,Event_description_304_3,"첫 번째 농부가 손으로 가슴을 팡팡 치더니, \n고개를 돌려 주위를 살펴봤다. \n\n곧이어 나를 발견하곤 큰 소리로 외쳤다. \n\n""누가 거짓말쟁이야!""\n\n""이봐, 거기 울타리 고치는 친구. \n내 말이 맞아, 저 사람 말이 맞아?""",248,Event_dialogue_132,당신 말이 맞다.,249,Event_dialogue_133,모르겠다.,,,,
,,304,,,,Event_description_304_4,걸리버 여행기에서 공식을 봤거든! \n못 믿으면 찾아보면 좋겠어.,,,,,,,,,,100
,,304,,,,Event_description_304_5,"나는 이런 논쟁에 약하다. \n\n싸움에 끼어들긴 좀 그러니까, \n슬며시 뒷걸음질 치며 물러났다.",,,,,,,,,,
surprise,ground,305,ed64f66ff23c4837aa5592fe2a77ecae,Event_title_305,장난꾸러기,Event_description_305_1,"문 너머에서 무언가 나를 쳐다보는 시선이 느껴졌다.\n\n어린 몬스터인가? 라고 생각했지만, \n그림자를 보니 덩치가 전혀 작지 않다.",251,Event_skip_page,넘기기,,,,,,,
,,305,,,,Event_description_305_2,"커다란 몬스터 중에 장난을 좋아하는 몬스터가 있던가?\n\n약간은 어려운데, 앗! 무언가 소리가 난다.\n\n""통통…부스럭부스럭""\n\n이제 알겠다!",252,Event_dialogue_134,옆집 친구 장난,253,Event_dialogue_135,키드 자쿰,,,,
,,305,,,,Event_description_305_3,이럴 수가... 키드 자쿰이었다니! \n\n사라진 자리를 보니 약간의 골드를 \n흘리고 간 것 같다.,,,,,,,,,,100
,,305,,,,Event_description_305_4,"역시나, 키드 자쿰이었군! \n사… 사실 예상하고 있었다구! \n\n사라진 자리를 보니 약간의 골드를 흘리고 간 것 같다.",,,,,,,,,,100
surprise,ground,306,f9baa10e43234e698c83dd08aef46b98,Event_title_306,도치 수수께끼,Event_description_306_1,"한가한 오후, 숲을 걷고 있었다.\n\n저 멀리서 도치 한 마리가 히히 웃으며 나타나더니, 곧 앞을 가로막는다.\n\n""수수께끼를 맞추면 상을 줄 테야!""",255,Event_skip_page,넘기기,,,,,,,
,,306,,,,Event_description_306_2,"""이건 말이야~"" \n""기뻐도 나오고 슬퍼도 나오고 매워도 나와!""\n\n뭔지 알 것 같은데?",256,Event_dialogue_136,된장국,257,Event_dialogue_137,눈물,,,,
,,306,,,,Event_description_306_3,나오긴 나와. 근데 식당에서 나오지.\n\n정답은~ 눈물 이라고.,,,,,,,,,,
,,306,,,,Event_description_306_4,정확하게 맞춰버렸군? \n짭짤한 보상을 줄게.,,,,,,,,,,100
surprise,ground,307,040e58b1a9b146beb1f68e2fcad858bc,Event_title_307,도치 퀴~즈,Event_description_307_1,"무무와 모미커가 도치 앞에 앉아서 \n무언가 실랑이를 벌이고 있다.\n\n무슨 일인지 물었더니, 역시나.\n\n도치가 낸 수수께끼를 서로 맞추려고 실랑이 중이었다.",259,Event_skip_page,넘기기,,,,,,,
,,307,,,,Event_description_307_2,"무무에게 문제를 알려달라 말하니, 다음과 같이 말했다.\n\n""분명히 내 것인데 남이 더 많이 쓰는 것은?""\n\n좀 뻔한 것 같은데?",260,Event_dialogue_138,신발,261,Event_dialogue_139,이름,,,,
,,307,,,,Event_description_307_3,"신발은 여럿이 신기도 하지만, \n이름이 더 맞지 않겠어?",,,,,,,,,,
,,307,,,,Event_description_307_4,"정답이야! 여기, 보상을 줄게.",,,,,,,,,,100
surprise,ground,308,c0b390513d5f4bcebc24068ca1d96f73,Event_title_308,도치! 승부다!,Event_description_308_1,"똑똑~\n\n누군가 내 방에 노크 했다. \n땀을 뻘뻘 흘리면서 도치가 들어왔다.\n\n""나 오늘 엄청 난 걸 가져왔어!""\n\n보나 마나 수수께끼겠지?",263,Event_skip_page,넘기기,,,,,,,
,,308,,,,Event_description_308_2,"반드시 못 맞출 거라고 믿는 의지가 보인다!\n\n""먹기 전에는 하나였는데 먹고 나면 \n두 개가 되는 것은?""",264,Event_dialogue_140,김치찌개,265,Event_dialogue_141,나무 젓가락,,,,
,,308,,,,Event_description_308_3,김치찌개는 먹으면 줄어든다고. \n\n하나를 둘로 쪼개서 쓰는 나무젓가락이 정답이지!,,,,,,,,,,
,,308,,,,Event_description_308_4,"이거 안 통하는군. \n하나를 둘로 쪼개서 쓰는 나무젓가락이 정답이지. \n\n자, 받아 약간의 상금이랄까.",,,,,,,,,,100
surprise,fence,309,823cce9ccd7547548288ff3600cecd81,Event_title_309,어서와 헐리우드,Event_description_309_1,"보나파가 잔뜩 신이 나 있길래 말을 걸었다.\n\n""무슨 일이야?""\n\n""나! 집에서 키우던 팬더가 영화에 출현하게 되었어!""",267,Event_skip_page,넘기기,,,,,,,
,,309,,,,Event_description_309_2,"헉. 이건 정말 대단한 일이다.\n\n""무슨 영화야?""\n\n""한 번에 말해주면 재미없지~!"" \n""직접 맞춰보는 게 어때?""",268,Event_dialogue_142,미니언즈,269,Event_dialogue_143,쿵푸팬더,,,,
,,309,,,,Event_description_309_3,아니야~ 이 영화에는 팬더가 안나온다구.,,,,,,,,,,
,,309,,,,Event_description_309_4,"역시. 문제에 답이 있었지? \n\n자, 받아. 약간의 성의를 준비했어.",,,,,,,,,,100
surprise,fence,310,a39bd1c56b054867af2c49dda137c6f1,Event_title_310,푸리 동생 하리,Event_description_310_1,"아침부터 푸리가 달려와 말했다.\n\n""친척 동생이 놀러 왔어!""\n\n""그것도 아주 먼 나라에서 왔다고~ \n어서 와서 인사해.""\n\n""안녕하세요~ 푸리 동생 하리입니다!"" \n""멀리 멀리서 왔어요!""",271,Event_skip_page,넘기기,,,,,,,
,,310,,,,Event_description_310_2,"""이야기는 많이 들었어!"" \n""혹시 어느 나라에서 왔는지 말해줄 수 있어?""\n\n그때, 푸리가 장난스러운 표정을 지으며 끼어들었다.\n\n""그냥 가르쳐 주면 재미없잖아? 한 번 맞춰봐."" \n""힌트를 줄게."" \n\n""세상에서 제일 큰 코는 무엇일까요?""",272,Event_dialogue_144,코끼리 코,273,Event_dialogue_145,멕시코,,,,
,,310,,,,Event_description_310_3,"이 문제는 넌센스라구. \n\n코끼리 코도 크지만, 멕시코가 아무렴 더 크지 않겠어?",,,,,,,,,,
,,310,,,,Event_description_310_4,넌센스 퀴즈에 강한걸? \n역시 코끼리 코보다는 멕시코가 크지. \n\n자 받아~ 여기 상품이야.,,,,,,,,,,100
surprise,ground,311,57c1c88e65034d9fa24c2e3b5f640fd6,Event_title_311,낭비가 심해~!,Event_description_311_1,"아침부터 앵글독이 까미에게 엄청나게 잔소리 하고 있다.\n\n얼마나 화가 났는지 으르렁 소리가 내 방까지 들린다...\n\n""얘들아, 무슨 일이야? 왜 그리 화가 났을까?""\n\n",275,Event_skip_page,넘기기,,,,,,,
,,311,,,,Event_description_311_2,"""글쎄, 까미가 엄청나게 음식을 낭비하고 있어서 한창 교육 중이었어.""\n\n""너무 화내지 말고 내 말도 들어달라구...""\n까미가 울상이다.\n\n바로 그때, 도치가 저 멀리서 웃는 얼굴로 뛰어오더니 신나는 얼굴로 말했다.\n\n",276,Event_skip_page,넘기기,,,,,,,
,,311,,,,Event_description_311_3,"""낭비! 하니까 생각나는군."" \n\n""너희들 세상에서 가장 낭비가 심한 동물이 뭔지 알아?""\n\n이녀석, 아침부터 무슨 일이람!",277,Event_dialogue_146,사자,278,Event_dialogue_147,팔자,,,,
,,311,,,,Event_description_311_4,문제가 너무 쉬웠지? 정답이야. \n\n덕분에 즐거웠어. 보상을 줄게.,,,,,,,,,,100
,,311,,,,Event_description_311_5,팔자는 동물이 아니라구~ 다시 생각했어야지!,,,,,,,,,,
surprise,ground,312,4076b826d2b5426db77f9486663f9b8b,Event_title_312,무시무시! 사미호,Event_description_312_1,"슬금~ 슬금~ 사미호가 다가오더니, 옆에 앉았다. \n\n표정이 심상치 않다.\n또 엄청난 퀴즈를 가져왔겠지?\n\n""이번 건 꽤 준비했다고.""\n\n자신 만만해 보인다.",280,Event_skip_page,넘기기,,,,,,,
,,312,,,,Event_description_312_2,"주춤거리며 뒤로 물러나려는 순간, 문제가 나왔다.\n\n""ㅇㅌㅆㄹㅍ 뒤에 붙을 말이 뭔지 맞춰봐.""\n\n으악. 정말 어려워!",281,Event_dialogue_148,ㄴㅇ,282,Event_dialogue_149,ㅍㅇㅂ,,,,
,,312,,,,Event_description_312_3,"문제의 답은 '원 투 쓰리 포' 였어. \n역시 보통 어려운 게 아니지?\n\n정답은 ㅍㅇㅂ, 파이브라구.",,,,,,,,,,
,,312,,,,Event_description_312_4,"예상 밖인걸?\n'원 투 쓰리 포'를 눈치채다니.\n\n정답은 ㅍㅇㅂ, 파이브가 맞아.",,,,,,,,,,100
surprise,ground,313,a062e6a6d1e9416b8d8ff7f7ea3142fa,Event_title_313,사미호의 도전,Event_description_313_1,"사미호가 다가온다. 벌써 긴장감이 흐른다.\n\n또 얼마나 어려운 문제를 내려나 싶다.\n\n""너무 긴장하지마. 맞춘 친구도 많다구.""\n\n하지만 얼굴은 이상하게 웃고 있다.",284,Event_skip_page,넘기기,,,,,,,
,,313,,,,Event_description_313_2,"""이번엔 아주 이상한 계산법을 가지고 왔어.""\n\n8 - 6 = 2\n8 + 6 = 2\n\n""자, 그러면 이제 7 + 6은 뭔지 말해봐.""",285,Event_dialogue_150,3,286,Event_dialogue_151,1,,,,
,,313,,,,Event_description_313_3,"땡~ 틀려버렸군?\n이건 시간 퀴즈였다구.\n\n7시+6시 =13시니까, 1시가 되는 게 맞지.",,,,,,,,,,
,,313,,,,Event_description_313_4,"헉, 대단해. 시간 퀴즈라는 걸 알았구나?\n\n7시+6시 =13시니까, 1시가 되는 게 맞지.\n정답이야.",,,,,,,,,,100
surprise,fence,314,f07479d6bd3444f68d24b8e84c4ccae4,Event_title_314,도치! 속임수를!?,Event_description_314_1,"""짜잔~""꾸러기 같은 소리를 내며 도치가 나타났다.\n\n오늘은 무얼 가지고 왔을까?",288,Event_skip_page,넘기기,,,,,,,
,,314,,,,Event_description_314_2,"""꽤 어려운 문제를 가지고 왔지롱~\n철수네 엄마는 세 명의 아들이 있어."" \n\n""첫째는 일수, 둘째는 이수야.""\n\n""그럼, 셋째 아들의 이름은 뭘까?""\n\n도치를 보니 재미있어 죽겠다는 표정이다. ",289,Event_dialogue_152,삼수,290,Event_dialogue_153,철수,,,,
,,314,,,,Event_description_314_3,문제에 답이 있었잖아~\n\n철수네 엄마였으니까 '철수'가 맞았다구.\n잘 읽었어야지.,,,,,,,,,,
,,314,,,,Event_description_314_4,문제를 자세히 읽었구나?\n\n철수네 엄마였으니까 '철수'가 정답이야. \n역시 대단해!,,,,,,,,,,100
surprise,fence,315,d88ce5bde6e34017be2b4df7ed80bbda,Event_title_315,치과의사 퀴즈!,Event_description_315_1,"날푸리 얼굴이 퉁퉁 부었다.\n\n""아야야~ 양치질을 게을리했더니 이가 너무 아파.""\n\n""어서 치과에 가야지, 너무 늦으면 더 아프다고!""",292,Event_skip_page,넘기기,,,,,,,
,,315,,,,Event_description_315_2,"이제는 울먹이기까지 한다.\n\n""알다시피 우리 마을에는 치과 의사가 두 명밖에 없잖아.""\n\n""도대체 누구한테 치료를 받아야 할지 모르겠어.""\n\n""뭐가 고민인데 그래?""",293,Event_skip_page,넘기기,,,,,,,
,,315,,,,Event_description_315_3,"""토마스 선생님은 치과의사인데도 이가 엉망이란 말이지.""\n\n""근데 제임스 선생님은 이가 깨끗하다고. \n누구한테 치료를 받아야 하지 난?""\n\n흐음…그렇다면!",294,Event_dialogue_154,토마스,295,Event_dialogue_155,제임스,,,,
,,315,,,,Event_description_315_4,"맞았어.\n\n치과 의사가 둘 뿐이니까, 토마스가 제임스를 고쳐준 게 맞지. \n\n정답은 토마스가 맞아.",,,,,,,,,,100
,,315,,,,Event_description_315_5,"아니야.\n\n치과 의사가 둘 뿐이니까, 토마스가 제임스를 고쳐준 게 맞지. \n\n정답은 토마스라구~",,,,,,,,,,
surprise,fence,316,76a99dd218744cafb84227a79166ced2,Event_title_316,정말 큰일이야!,Event_description_316_1,"미르 얼굴이 시무룩하다. \n가까이 다가가 말을 걸어봤다.\n\n""오랜만에 멀리 떨어져 있는 아빠한테 전화가 왔어."" \n\n""근데 어제 회사에서 잘리셨어...""",297,Event_skip_page,넘기기,,,,,,,
,,316,,,,Event_description_316_2,"""그것참 안됐구나. 어쩌다 그런 거야?""\n\n""아빠가 야간 경비를 서는 도중에 사장님이 비행기를 타다가 추락하는 꿈을 꾼거야."" \n\n""그래서 사장님한테 말했대."" \n\n""다음날 사장님이 예약했던 비행기가 진짜로 추락했다는 거야!""",298,Event_skip_page,넘기기,,,,,,,
,,316,,,,Event_description_316_3,"""헉! 진짜 큰일 날 뻔 했네."" \n\n""응? 근데 사장님을 도와드린 건데, 왜 회사에서 잘리신 거야?""\n\n""...아직도 모르겠어?""",299,Event_dialogue_156,야간 경비라서?,300,Event_dialogue_157,사장님이 화나서?,,,,
,,316,,,,Event_description_316_4,정답이야. 꿈을 꿨다는 건 잠을 잤다는 이야기야.\n\n너무 안타까워!,,,,,,,,,,100
,,316,,,,Event_description_316_5,아니지. 야간 경비원이 꿈을 꿨다는 건 \n잠을 잤다는 이야기야. \n\n너무 안타까워!,,,,,,,,,,
surprise,ground,317,d5abc127442f4660a8bffaff49fbec94,Event_title_317,덕구랑 모래장난,Event_description_317_1,"덕구가 모래 장난하고 있다.\n\n세모…네모…동그라미, 다양한 그림이 그려져 있었다.\n\n손을 탁탁 털더니 벌떡 일어나서 물었다.\n\n""바닥에 30분 동안 그림만 그렸더니 뭔가 발견했어. 한번 맞춰볼래?""",302,Event_skip_page,넘기기,,,,,,,
,,317,,,,Event_description_317_2,"""미국은 있지만 중국은 없고,\n목욕탕은 있지만 지하철에는 없어.""\n\n""맞선은 있지만 소개팅에는 없지! ""\n\n""맞출 수 있겠어?""\n\n무언가 떠오를 것도 같다!",303,Event_dialogue_158,돈,304,Event_dialogue_159,네모,,,,
,,317,,,,Event_description_317_3,"아니야.\n돈은 전혀 관계가 없지~\n\n'미국, 목욕탕, 맞선'이라는 단어를 잘 보면 전부 네모가 들어간다고.",,,,,,,,,,
,,317,,,,Event_description_317_4,"정답이야!\n\n'미국, 목욕탕, 맞선'이라는 단어를 잘 보면 전부 네모가 들어가지."" \n\n""어때? 기발하지?""",,,,,,,,,,100
surprise,ground,318,e1234016917f4920a8417aa4f3599a5b,Event_title_318,스쿠파의 내기,Event_description_318_1,"스쿠파가 무언가를 골똘히 생각하고 있다.\n\n""스쿠푸, 무슨 일 있어?""\n\n""앗, 너무 오래 생각해버렸어.""\n\n""아까 파투스가 나에게 와서는 문제를 하나 냈거든.""",306,Event_skip_page,넘기기,,,,,,,
,,318,,,,Event_description_318_2,"""반대말 퀴즈인데, '부산 앞바다'의 반대말을 찾아야 해.""\n\n""근데 도저히 모르겠단 말이지.""\n\n""사탕이 10개나 걸려 있어서 고민을 안 할 수가 없어 지금.""\n\n이 내기는 내가 도와줄 수 있을 것 같다!",307,Event_dialogue_160,부산 뒷바다,308,Event_dialogue_161,부산 엄마다,,,,
,,318,,,,Event_description_318_3,"""이런 이런~ 넌센스에 약하군.""\n\n""부산 앞바다를 입으로 직접 발음해보면,\n'부산 아빠다' 같지 않아?""\n\n""그럼 엄마다 가 정답이지.""",,,,,,,,,,
,,318,,,,Event_description_318_4,"""정답~ 넌센스를 잘 아는구나?""\n\n""부산 앞바다를 입으로 직접 발음해보면, \n'부산 아빠다' 니까.""",,,,,,,,,,100
surprise,ground,319,81db67ce21b5462fbe5dec46fc281929,Event_title_319,스쿠파 등장!,Event_description_319_1,"""나 좀 도와줘! 큰일이야.""\n\n스쿠파가 헐레벌떡 달려와서 말을 걸었다. \n얼굴이 땀투성이다.\n\n""무슨 일인데 그래?"" \n\n""타이무랑 퀴즈 내기를 했는데 도저히 정답을 찾을 수가 없어!",310,Event_skip_page,넘기기,,,,,,,
