PresetID,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
PR60055,6,C10007,C20006,C20007,C30006,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60056,6,C10007,C20001,C20006,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60057,6,C10007,C20006,C20007,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60058,6,C20001,C20005,C20006,C30006,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60059,6,C20005,C20006,C20007,C30006,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60060,6,C20001,C20005,C20006,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60061,6,C20005,C20006,C20007,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60062,6,C20001,C20006,C30006,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60063,6,C20006,C20007,C30006,C30007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60064,6,C10009,C10010,C20010,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 슬리피우드"
PR60065,6,C10009,C10010,C30004,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 슬리피우드"
PR60066,6,C10009,C10010,C10011,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60067,6,C10009,C10010,C20002,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60068,6,C10009,C10010,C20009,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60069,6,C10009,C10010,C30001,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60070,6,C10009,C10010,C20004,C30008,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"5 사냥꾼, 2 시그너스, 1 전직교관"
PR60071,6,C10009,C10010,C30008,C30010,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"5 사냥꾼, 2 시그너스, 1 전직교관"
PR60072,6,C10009,C10010,C30008,C30013,C40006,C40007,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"5 사냥꾼, 2 시그너스, 1 전직교관"
PR60073,6,C10009,C10010,C20001,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 기사단장"
PR60074,6,C10009,C10010,C20007,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 기사단장"
PR60075,6,C10009,C10010,C10011,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60076,6,C10009,C10010,C20002,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60077,6,C10009,C10010,C20009,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60078,6,C10009,C10010,C30001,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR60079,6,C10009,C10010,C20004,C30008,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"5 사냥꾼, 2 시그너스, 1 전직교관"
PR60080,6,C10009,C10010,C30008,C30010,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"5 사냥꾼, 2 시그너스, 1 전직교관"
PR60081,6,C10009,C10010,C30008,C30013,C40007,C40012,,,,,,,-,Battle/Synergy_S10006_Normal/Synergy_S10024_Normal,"5 사냥꾼, 2 시그너스, 1 전직교관"
PR60082,6,C10009,C20006,C20007,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60083,6,C20006,C20007,C20012,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60084,6,C20006,C20007,C30005,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60085,6,C20006,C20007,C30006,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60086,6,C20006,C20007,C30009,C30010,C40005,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60087,6,C20006,C20007,C30009,C30010,C40007,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60088,6,C20006,C20007,C30009,C30010,C40008,C40011,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 시그너스, 1 전직교관"
PR60089,6,C20001,C20006,C20007,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 기사단장, 1 전직교관"
PR60090,6,C20006,C20007,C30009,C30010,C40003,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 기사단장, 1 전직교관"
PR60091,6,C20006,C20007,C30009,C30010,C40008,C40012,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 기사단장, 1 전직교관"
PR60092,6,C20006,C20007,C30003,C30009,C30010,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 루디브리엄, 1 전직교관"
PR60093,6,C20006,C20007,C30009,C30010,C40004,C40008,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 2 루디브리엄, 1 전직교관"
PR60094,6,C10007,C10011,C20005,C20006,C20008,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60095,6,C10007,C10011,C20005,C20008,C30006,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60096,6,C10007,C10011,C20005,C20008,C30007,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60097,6,C10007,C10011,C20005,C20008,C40002,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60098,6,C10007,C10011,C20005,C20008,C40003,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60099,6,C10007,C10011,C20006,C20008,C30006,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60100,6,C10007,C10011,C20006,C20008,C30007,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60101,6,C10007,C10011,C20006,C20008,C40002,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60102,6,C10007,C10011,C20006,C20008,C40003,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60103,6,C10007,C10011,C20008,C30006,C30007,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60104,6,C10007,C10011,C20008,C30006,C40002,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60105,6,C10007,C10011,C20008,C30006,C40003,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60106,6,C10007,C10011,C20008,C30007,C40002,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60107,6,C10007,C10011,C20008,C30007,C40003,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal,"4 추격자, 3 오르비스, 3 마법사"
PR60108,6,C10011,C10012,C20002,C20008,C30013,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10024_Normal,"4 추격자, 3 오르비스, 2 엘나스, 2 저격수, 1전직교관"
PR60109,6,C10011,C10012,C20008,C20009,C30013,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10024_Normal,"4 추격자, 3 오르비스, 2 엘나스, 2 저격수, 1전직교관"
PR60110,6,C10011,C10012,C20008,C30001,C30013,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10024_Normal,"4 추격자, 3 오르비스, 2 엘나스, 2 저격수, 1전직교관"
PR60111,6,C10011,C10012,C20008,C30008,C30013,C40009,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10024_Normal,"4 추격자, 3 오르비스, 2 엘나스, 2 저격수, 1전직교관"
PR60112,6,C10011,C10012,C20008,C30013,C40009,C40010,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10024_Normal,"4 추격자, 3 오르비스, 2 엘나스, 2 저격수, 1전직교관"
PR60113,6,C20001,C20009,C20010,C30011,C40010,C40011,,,,,,,S10009_Rune,Battle/Synergy_S10009_Normal,"7 싸움꾼, 2 엘나스"
PR60114,6,C20001,C20004,C20009,C20010,C30011,C40010,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60115,6,C20001,C20009,C20010,C30010,C30011,C40010,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60116,6,C20001,C20009,C20010,C30011,C30013,C40010,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60117,6,C20001,C20009,C20010,C30011,C40002,C40010,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60118,6,C20001,C20004,C20009,C20010,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60119,6,C20001,C20009,C20010,C30010,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60120,6,C20001,C20009,C20010,C30013,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60121,6,C20001,C20004,C20009,C30011,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60122,6,C20001,C20009,C30010,C30011,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60123,6,C20001,C20009,C30011,C30013,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60124,6,C20004,C20009,C20010,C30011,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60125,6,C20009,C20010,C30010,C30011,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60126,6,C20009,C20010,C30011,C30013,C40010,C40011,,,,,,,-,Battle/Synergy_S10009_Normal/Synergy_S10024_Normal,"5 싸움꾼, 2 엘나스, 1 전직교관"
PR60127,6,C10009,C10010,C10012,C20011,C30013,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 2 사냥꾼, 1 전직교관"
PR60128,6,C10010,C10012,C20011,C30008,C30013,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 2 사냥꾼, 1 전직교관"
PR60129,6,C10010,C10012,C20011,C30013,C40006,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 2 사냥꾼, 1 전직교관"
PR60130,6,C10010,C10012,C20011,C30013,C40007,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 2 사냥꾼, 1 전직교관"
PR60131,6,C10010,C10012,C20011,C30013,C40012,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 2 사냥꾼, 1 전직교관"
PR60132,6,C10008,C10012,C20011,C30007,C30013,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60133,6,C10012,C20011,C30007,C30013,C40004,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60134,6,C10012,C20011,C30007,C30013,C40005,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60135,6,C10008,C10012,C20011,C30013,C40001,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60136,6,C10012,C20011,C30013,C40001,C40004,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60137,6,C10012,C20011,C30013,C40001,C40005,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60138,6,C10008,C10012,C20011,C30013,C40008,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60139,6,C10012,C20011,C30013,C40004,C40008,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60140,6,C10012,C20011,C30013,C40005,C40008,C40013,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관, 1 책사"
PR60141,6,C10001,C10013,C20012,C20013,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10017_Normal/Synergy_S10020_Add,"5 방해꾼, 3 빅토리아 아일랜드, 2 아케인리버, 2 시그너스"
PR60142,6,C10002,C10013,C20012,C20013,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10017_Normal/Synergy_S10020_Add,"5 방해꾼, 3 빅토리아 아일랜드, 2 아케인리버, 2 시그너스"
PR60143,6,C10005,C10013,C20012,C20013,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10017_Normal/Synergy_S10020_Add,"5 방해꾼, 3 빅토리아 아일랜드, 2 아케인리버, 2 시그너스"
PR60144,6,C10013,C20012,C20013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10017_Normal/Synergy_S10020_Add,"5 방해꾼, 3 빅토리아 아일랜드, 2 아케인리버, 2 시그너스"
PR60145,6,C10004,C10013,C20012,C20013,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Normal/Synergy_S10020_Add,"5 방해꾼, 3 아케인리버, 2 시그너스"
PR60146,6,C10013,C20004,C20012,C20013,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10024_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 2 시그너스, 1 전직교관"
PR60147,6,C10013,C20012,C20013,C30010,C30012,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10024_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 2 시그너스, 1 전직교관"
PR60148,6,C10013,C20012,C20013,C30012,C30013,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10024_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 2 시그너스, 1 전직교관"
PR60149,6,C10013,C20012,C20013,C30012,C40002,C40007,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10024_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 2 시그너스, 1 전직교관"
PR60150,6,C10003,C10005,C10008,C20003,C20005,C30002,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal,"5 시간의 신전, 3 수호대, 1 책사"
PR60151,6,C10003,C10008,C20003,C20004,C20005,C30002,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 시간의 신전, 3 수호대, 1 전직교관, 1 책사"
PR60152,6,C10003,C10008,C20003,C20005,C30002,C30003,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal,"5 시간의 신전, 3 수호대, 1 책사"
PR60153,6,C10003,C10008,C20003,C20005,C30002,C40001,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Normal,"5 시간의 신전, 3 수호대, 1 책사"
PR60154,6,C10003,C10006,C10008,C20003,C20005,C30002,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 2 선봉장, 1 책사"
PR60155,6,C10003,C10008,C20003,C20005,C30002,C30004,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 2 선봉장, 1 책사"
PR60156,6,C10003,C10008,C20003,C20005,C30002,C30005,,,,,,,-,Battle/Synergy_S10015_Normal,"5 시간의 신전, 2 선봉장, 1 책사"
PR60157,6,C10003,C10008,C20003,C20005,C30002,C30010,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 시간의 신전, 1 전직교관, 1 책사"
PR60158,6,C10003,C10008,C20003,C20005,C30002,C30013,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 시간의 신전, 1 전직교관, 1 책사"
PR60159,6,C10003,C10008,C20003,C20005,C30002,C40002,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 시간의 신전, 1 전직교관, 1 책사"
PR60160,6,C10011,C20002,C20009,C30001,C30008,C40010,,,,,,,-,Battle/Synergy_S10016_Normal,"6 엘나스, 2 예티와 페페"
PR60161,6,C10001,C10002,C10005,C10013,C30011,C30012,,,,,,,S10017_Rune,Battle/Synergy_S10017_Normal,7 빅토리아 아일랜드
PR60162,6,C10001,C10002,C10004,C10005,C10013,C30011,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60163,6,C10001,C10002,C10005,C10013,C20002,C30011,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60164,6,C10001,C10002,C10005,C10013,C30001,C30011,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60165,6,C10001,C10002,C10004,C10005,C10013,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60166,6,C10001,C10002,C10005,C10013,C20002,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60167,6,C10001,C10002,C10005,C10013,C30001,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60168,6,C10001,C10002,C10005,C10013,C20012,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60169,6,C10001,C10002,C10005,C10013,C20013,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60170,6,C10001,C10002,C10005,C10013,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60171,6,C10001,C10002,C10004,C10005,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60172,6,C10001,C10002,C10005,C20002,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60173,6,C10001,C10002,C10005,C30001,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60174,6,C10001,C10002,C10004,C10013,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60175,6,C10001,C10002,C10013,C20002,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60176,6,C10001,C10002,C10013,C30001,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Normal,"5 빅토리아 아일랜드, 3 마스코트"
PR60177,6,C10001,C10002,C10013,C20012,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60178,6,C10001,C10002,C10013,C20013,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60179,6,C10001,C10002,C10013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60180,6,C10001,C10005,C10013,C20012,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60181,6,C10001,C10005,C10013,C20013,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60182,6,C10001,C10005,C10013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60183,6,C10002,C10005,C10013,C20012,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60184,6,C10002,C10005,C10013,C20013,C30011,C30012,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60185,6,C10002,C10005,C10013,C30011,C30012,C40007,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Normal,"5 빅토리아 아일랜드, 3 방해꾼"
PR60186,6,C20001,C20004,C20009,C20010,C30004,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60187,6,C20001,C20009,C20010,C30004,C30010,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60188,6,C20001,C20009,C20010,C30004,C30013,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60189,6,C20001,C20009,C20010,C30004,C40002,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60190,6,C20001,C20004,C20010,C30004,C30011,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60191,6,C20001,C20010,C30004,C30010,C30011,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60192,6,C20001,C20010,C30004,C30011,C30013,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60193,6,C20001,C20010,C30004,C30011,C40002,C40006,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60194,6,C20001,C20004,C20010,C30004,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60195,6,C20001,C20010,C30004,C30010,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
PR60196,6,C20001,C20010,C30004,C30013,C40006,C40010,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal/Synergy_S10024_Normal,"4 슬리피우드, 3 싸움꾼, 1 전직교관"
